,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class
10,5796,CATMA_72B46B2F-9E47-40EC-8A8E-27E3729E1A42,5750, in das Verschwinden der Tochter involviert se,-15715508,Mhuerten,2025-06-03T13:17:53.528+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Köln,Tatbeschreibung,
11,5782,CATMA_82D5C3B6-CD1E-40F7-A2CC-801EC00EF27B,5775,Tochter,-13288961,Mhuerten,2025-06-03T10:47:41.623+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
12,5835,no_annotation_2,5797,.  Der Stadtdechant konfrontierte den ,,,,,,,,,Köln,,
13,5849,CATMA_EB82F541-28EA-4A5A-ADAC-A73171E5AFE8,5835,Beschuldigten ,-7143428,Mhuerten,2025-05-28T11:56:55.548+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
14,5879,no_annotation_3,5849,im Rahmen eines Gesprächs  am ,,,,,,,,,Köln,,
15,5889,CATMA_194E78E9-05C5-44C9-B373-E38E4771F816,5879,23.11.1982,-12791831,Mhuerten,2025-06-03T09:44:08.637+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Köln,Zeit,
16,5961,no_annotation_4,5889," mit diesen Vorwürfen und protokollierte dessen Stellungnahme,  die der ",,,,,,,,,Köln,,
17,5974,CATMA_DC19540B-BAAA-4638-B8A9-EA369EBB68EA,5961,Beschuldigte ,-7143428,Mhuerten,2025-05-28T11:57:08.258+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
18,5977,no_annotation_5,5974,am ,,,,,,,,,Köln,,
19,5987,CATMA_1A5A39EA-4038-422C-8E74-37CA5FC6BA92,5977,26.11.1982,-12791831,Mhuerten,2025-06-03T09:44:21.199+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Köln,Zeit,
20,6003,no_annotation_6,5987, unterschrieb.  ,,,,,,,,,Köln,,
21,6756,CATMA_76D6C14D-92BD-42AB-9A58-27865D566DD2,6003,"Ausweislich des Aktenvermerks wies der Beschuldigte alle Vorwürfe von sich.  Zwar kenne er die Anzeigenerstatterin, jedoch habe er bereits seit den Sommer- ferien 1982 keinen Kontakt mehr zu ihr oder ihrer Tochter. Ursprünglich sei der  Kontakt auf Bitten der Anzeigenerstatterin zustande gekommen, die ihn vor nun- mehr drei Jahren gebeten hatte, ihre Tochter wegen einer psychischen Krankheit  zum Arzt zu begleiten. In dieser Zeit habe der Beschuldigte wegen der Tochter der  Anzeigenerstatterin mit dem Jugendamt und einem Nervenarzt in Verbindung ge- standen. Darüber hinaus wies der Beschuldigte daraufhin, dass ihm bekannt sei,  dass die Anzeigenerstatterin bereits in der Vergangenheit unbegründete Vorwürfe  gegen mehrere Personen erhoben habe.",-11954305,Mhuerten,2025-05-28T11:55:53.765+0200,Beschuldigte,CATMA_2E0006E7-BB52-41BA-AF93-8AF55F73E5D5,indirekt,,,Köln,Zitat,
22,6077,CATMA_DC17B974-736F-46BD-96B3-BC063DA2B866,6033,wies der Beschuldigte alle Vorwürfe von sich,-15389907,Mhuerten,2025-06-03T13:18:11.583+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,
23,6055,CATMA_2A2218E6-8224-49B2-A804-4A58BB6BF8D8_0,6042,Beschuldigte ,-7143428,Mhuerten,2025-05-28T11:58:38.943+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
24,6604,CATMA_2A2218E6-8224-49B2-A804-4A58BB6BF8D8_1,6592,Beschuldigte,-7143428,Mhuerten,2025-05-28T11:58:38.943+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
25,6913,CATMA_2A2218E6-8224-49B2-A804-4A58BB6BF8D8_2,6901,Beschuldigte,-7143428,Mhuerten,2025-05-28T11:58:38.943+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
26,7334,CATMA_2A2218E6-8224-49B2-A804-4A58BB6BF8D8_3,7321,Beschuldigten,-7143428,Mhuerten,2025-05-28T11:58:38.943+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
27,7722,CATMA_2A2218E6-8224-49B2-A804-4A58BB6BF8D8_4,7709,Beschuldigten,-7143428,Mhuerten,2025-05-28T11:58:38.943+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
28,6170,CATMA_2E96FDA0-3166-467E-B1E8-1D07F531590D,6166,1982,-15726375,Mhuerten,2025-06-03T09:44:43.923+0200,weitere Zeitangaben,CATMA_F245582A-4795-421B-998B-FFACFA1752E1,,,,Köln,Zeit,
29,6208,CATMA_BBF5DE21-00C2-4CB3-820F-A0D262C4F6DC,6203,ihrer,-13288961,Mhuerten,2025-06-03T10:48:14.132+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
30,6216,CATMA_D71E90DC-5ECA-4C14-ACF3-DE948CA60B4C,6209,Tochter,-13288961,Mhuerten,2025-06-03T10:48:01.670+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
31,6421,CATMA_575742FD-941B-4182-869A-2FD021113EC9,6219,"rsprünglich sei der  Kontakt auf Bitten der Anzeigenerstatterin zustande gekommen, die ihn vor nun- mehr drei Jahren gebeten hatte, ihre Tochter wegen einer psychischen Krankheit  zum Arzt zu begleiten.",-13755060,Mhuerten,2025-06-03T13:16:54.067+0200,weitere Tatkonstellationen,CATMA_E90C90C6-D5C0-4037-B445-C69EE32C0DD8,,,,Köln,Tatkonstellation,
32,6335,CATMA_63079129-4935-4863-A9BB-54EE1F35E9F8,6311,or nun- mehr drei Jahren,-1617703,Mhuerten,2025-06-03T09:45:01.298+0200,Tat,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,,,,Köln,Zeit,
33,6363,CATMA_B18F59AD-60E9-4E89-AE80-4098FF59FC15,6356,Tochter,-13288961,Mhuerten,2025-06-03T10:48:32.739+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
34,6476,CATMA_3A33C81C-3883-4D2A-86CA-EDB9AF37CB29,6469,Tochter,-13288961,Mhuerten,2025-06-03T10:48:44.014+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
35,6755,CATMA_2187E232-6E20-4D1C-A7A3-7A1C21029CFE,6616,"dass ihm bekannt sei,  dass die Anzeigenerstatterin bereits in der Vergangenheit unbegründete Vorwürfe  gegen mehrere Personen erhoben habe",-13316080,Mhuerten,2025-06-03T10:15:30.615+0200,Unglaubwürdigkeit,CATMA_22A150A3-F02C-4395-AFD4-CAF77A53C884,,,,Köln,Stereotype und Motive,
36,6755,CATMA_FEB1862E-EE58-4E94-B464-E481769B8FF5,6616,"dass ihm bekannt sei,  dass die Anzeigenerstatterin bereits in der Vergangenheit unbegründete Vorwürfe  gegen mehrere Personen erhoben habe",-15389907,Mhuerten,2025-06-03T10:11:53.875+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,
37,6781,no_annotation_7,6756,  In einem Schreiben vom ,,,,,,,,,Köln,,
38,6791,CATMA_FB261D6A-610F-472F-B259-B08C6F95DF95,6781,26.11.1982,-12791831,Mhuerten,2025-06-03T09:45:24.828+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Köln,Zeit,
39,6855,no_annotation_8,6791, wandte sich der Stadtdechant an Generalvi- kar Dr. Feldhoff:  „,,,,,,,,,Köln,,
40,7568,CATMA_8C0F94B1-8FDE-4B64-AA4F-3BB661B172AA,6855,"wie ich schon telefonisch sagte, hat der [der Beschuldigte] die gegen ihn  erhobenen Vorwürfe alle zurückgewiesen.  

#######################

Seite 346

  326    Auch sagte ich Dir schon, daß mir und einigen vorsichtig befragten Mitbrü- dern nie eine Andeutung in der Richtung der Vorwürfe zu Ohren gekommen  waren.  Die Frau, die ich noch sprechen muß, machte keinen unglaubwürdigen Ein- druck; allerdings weiß man bei Frauen eben nie!  Die Stellungnahme von [dem Beschuldigten] habe ich nach seinen Angaben  geschrieben, […]. Wir werden jetzt wohl erst einmal abwarten und beobach- ten müssen. Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!",-2197479,Mhuerten,2025-06-03T10:32:54.693+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Köln,Zitat,
41,6969,CATMA_FFE5CAB1-9CC4-469B-BAF8-F46D1311D25A,6916,ie gegen ihn  erhobenen Vorwürfe alle zurückgewiesen.,-15389907,Mhuerten,2025-06-03T10:30:53.483+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,
42,7171,CATMA_AF82821B-7DB6-44FE-BCC1-982BBFBB2222,7018,"Auch sagte ich Dir schon, daß mir und einigen vorsichtig befragten Mitbrü- dern nie eine Andeutung in der Richtung der Vorwürfe zu Ohren gekommen  waren.",-12290441,Mhuerten,2025-06-03T09:45:51.992+0200,Loyalität mit dem Täter,CATMA_02B331EC-D557-4CA5-8963-AAAA7043B65D,,,,Köln,Handeln der Bistumsverantwortlichen,
43,7292,CATMA_603E9216-2CCB-40DB-838A-B513BFFF688E,7173,"Die Frau, die ich noch sprechen muß, machte keinen unglaubwürdigen Ein- druck; allerdings weiß man bei Frauen eben nie!",-13316080,Mhuerten,2025-06-03T09:46:01.917+0200,Unglaubwürdigkeit,CATMA_22A150A3-F02C-4395-AFD4-CAF77A53C884,,,,Köln,Stereotype und Motive,
44,7568,CATMA_49C9EBA6-C668-401A-85EC-0BF094DB3059,7384,Wir werden jetzt wohl erst einmal abwarten und beobach- ten müssen. Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!,-2587561,Mhuerten,2025-07-10T15:15:21.472+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
45,7569,CATMA_71707476-3E6E-4971-91EF-F4469D9F3174,7452,Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!“,-157253,Mhuerten,2025-07-10T15:14:53.053+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
46,7709,no_annotation_9,7569,"  Daran anschließend findet sich eine handschriftliche Notiz in den Akten, die weder  datiert noch vollständig lesbar ist, aber mit „betr. [",,,,,,,,,Köln,,
47,7746,no_annotation_10,7722,]“ überschrieben  ist. D,,,,,,,,,Köln,,
48,8088,CATMA_8B89A9EC-3B07-4B49-91A1-A8DE9ED5FA7E,7746,"arin gibt der Verfasser an, mit dem Weihbischof gesprochen zu haben. Da- nach soll gegebenenfalls eine weitere namentlich bekannte Person einbezogen  werden. Der Stadtdechant sei über das Gespräch mit dem Weihbischof informiert.  Zuletzt hält der Verfasser fest, dass zu untersuchen sei, welche weiteren Recher- chen angestellt werden könnten",-2197479,Mhuerten,2025-06-03T10:33:26.510+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Köln,Zitat,
49,8332,CATMA_803B840E-596C-4357-A5F1-C48FEEAD6C65,7976,"Zuletzt hält der Verfasser fest, dass zu untersuchen sei, welche weiteren Recher- chen angestellt werden könnten. Unterzeichnet ist die Notiz mit einem Kürzel, des- sen Urheberschaft – auch durch Nachfrage beim Erzbistum Köln – nicht geklärt  werden konnte.  Die Durchführung weiterer Recherchen ist hinsichtlich dieses Verdachtsfalles nicht  dokumentiert.",-157253,Mhuerten,2025-07-10T15:15:44.267+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
50,8331,_0,8319,dokumentiert,-9667700,Mhuerten,2025-06-03T09:47:49.738+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
51,10918,_1,10912,werten,-9667700,Mhuerten,2025-07-10T15:42:49.171+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
52,14868,_2,14864,auch,-9667700,Mhuerten,2025-07-10T15:43:08.000+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
53,22915,_3,22904,eingestellt,-9667700,Mhuerten,2025-07-10T15:44:26.446+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
54,27504,_4,27496,gemeldet,-9667700,Mhuerten,2025-05-23T12:33:35.834+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
55,29248,_5,29242,"von  
",-9667700,Mhuerten,2025-07-10T15:45:10.705+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
56,32874,_6,32862,teilzunehmen,-9667700,Mhuerten,2025-06-03T14:53:18.391+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
57,34062,_7,34050,dokumentiert,-9667700,Mhuerten,2025-06-03T15:55:02.171+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
58,35948,_8,35939,gekündigt,-9667700,Mhuerten,2025-06-04T10:40:50.130+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
59,38468,_9,38464,Köln,-9667700,Mhuerten,2025-07-10T15:45:42.417+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
60,40668,_10,40663,wurde,-9667700,Mhuerten,2025-06-04T10:55:47.941+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
61,42458,_11,42448,Laisierung,-9667700,Mhuerten,2025-06-04T11:04:33.730+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
62,44302,_12,44287,Freiheitsstrafe,-9667700,Mhuerten,2025-05-27T14:04:24.416+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,
63,8810,no_annotation_11,8332,"      (b)  2. Verdachtsfall  Anfang September 2014 ging ein anonymes Schreiben im Generalvikariat und der  Hauptabteilung Seelsorge-Personal ein. Darin gab ein anonymer männlicher Be- troffener* an, dass er in den 1970er Jahren im Alter von ca. 8 Jahren durch den  Beschuldigten sexuell missbraucht worden sei. Neben ihm habe es zudem noch  weitere Betroffene* gegeben. Eine Preisgabe seiner Identität sei jedoch nicht mög- lich.   

#######################

Seite 414

  394   ",,,,,,,,,Köln,,
64,8833,CATMA_CB5E212F-5379-4B3F-BE4B-2D4DE6C29DE1,8810, „unkeusche Handlungen“,-16199595,Mhuerten,2025-06-03T11:06:58.117+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,
65,8821,K-2,8812,unkeusche,-399266,Mhuerten,2025-06-05T13:14:02.902+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Köln,Relevante Textstelle,
66,8864,no_annotation_12,8833, erfasst. Als solche dürfte das,,,,,,,,,Köln,,
67,8933,CATMA_218423CA-645B-47A7-ACEF-971D982A20CE,8864, „Packen an den Hintern“  und „Begreifen von kleinen Messdienerinnen“,-7797647,Mhuerten,2025-06-03T11:05:54.394+0200,Berührungen,CATMA_B89C553C-65ED-4920-BEF9-FA4A79BF5EC9,,,,Köln,Tatbeschreibung,sexuell
68,8888,CATMA_DCAF3482-706D-4836-AC18-9E372F3D1CE7,8865,„Packen an den Hintern“,-16199595,Mhuerten,2025-06-03T11:07:15.530+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,
69,8933,CATMA_B8522870-BC52-446E-A57E-DF3D6513310B,8894,„Begreifen von kleinen Messdienerinnen“,-16199595,Mhuerten,2025-06-03T11:07:27.073+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,
70,8932,CATMA_2D93E0CD-C20E-4353-B8B8-09865E3FDE5D,8909,kleinen Messdienerinnen,-14472051,Mhuerten,2025-06-04T14:38:41.769+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig
71,8932,CATMA_12E6B08F-E7FD-47EA-9DDF-E25B2AEA012C,8909,kleinen Messdienerinnen,-13288961,Mhuerten,2025-06-03T11:13:55.480+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
72,8932,CATMA_BED57050-9C30-48A9-983F-1B2A055BCD6B,8917,Messdienerinnen,-3483813,Mhuerten,2025-06-03T11:20:36.817+0200,Jugendarbeit,CATMA_AF45C17A-352D-4069-BAA7-5654970A3BD9,,,,Köln,Tatkonstellation,
73,8932,CATMA_167666CC-82D1-4EF4-A44D-3333E906E52C,8917,Messdienerinnen,-8672679,Mhuerten,2025-06-03T11:20:18.539+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Köln,Tatkonstellation,Seelsorge
74,9026,no_annotation_13,8933," unstreitig zu beurteilen sein. Nicht  ausgeschlossen ist auch, dass dieses Verhalten einen s",,,,,,,,,Köln,,
75,9102,CATMA_EE36BC8A-0580-4421-A655-39B0B7C6E423,9026,exuellen Missbrauch von  Schutzbefohlenen (im Versuch) gemäß § 174 StGB a.F.,-4765492,Mhuerten,2025-06-03T11:06:12.517+0200,Strafrechtlich,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,,,,Köln,Framing der Taten,
76,9067,CATMA_B622B1C6-BC52-4FC8-9946-0FA6CCE652D5,9051,Schutzbefohlenen,-13288961,Mhuerten,2025-06-03T11:13:33.297+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
77,9144,no_annotation_14,9102, erfüllte.  Schließlich verfängt auch der ,,,,,,,,,Köln,,
