term,frequency,percentage
bitte,2,0.057
dekan,2,0.057
medien,2,0.057
denen,2,0.057
sämtliche,2,0.057
vorgehalten,2,0.057
21.02.1994,2,0.057
s,2,0.057
überlegt,2,0.057
gezogen,2,0.057
fort,2,0.057
unterredung,2,0.057
gekommen,2,0.057
taten,2,0.057
abgesehen,2,0.057
unberücksichtigt,2,0.057
wies,2,0.057
kirchenrechtliche,2,0.057
teilte,2,0.057
anordnung,2,0.057
verwarnung,2,0.057
schlechterte,2,0.057
form,2,0.057
berührungen,2,0.057
fälle,2,0.057
kon-,2,0.057
begangen,2,0.057
veranlasst,2,0.057
gelegt,2,0.057
aussage,2,0.057
wendet,2,0.057
weitergabe,2,0.057
befragt,2,0.057
joseph,2,0.057
letztlich,2,0.057
februar,2,0.057
ging,2,0.057
entpflichtet,2,0.057
fällen,2,0.057
zudem,2,0.057
abstimmung,2,0.057
gefragt,2,0.057
interpretiert,2,0.057
zusammenhang,2,0.057
grunde,2,0.057
spätere,2,0.057
weise,2,0.057
gesagt,2,0.057
unterstützen,2,0.057
außer,2,0.057
acht,2,0.057
gelassen,2,0.057
vorgeschichte,2,0.057
bzw,2,0.057
vorkommnisse,2,0.057
»guten,2,0.057
4.03.2010,2,0.057
beendet,2,0.057
wäre,2,0.057
sen,2,0.057
möchte,2,0.057
eigenen,2,0.057
reaktionen,2,0.057
demzufolge,2,0.057
administrator,2,0.057
glaubenslehre,2,0.057
miss-,2,0.057
strafanzeige,2,0.057
verlauf,2,0.057
z,2,0.057
gesprochen,2,0.057
anstatt,2,0.057
weite-,2,0.057
sexuelle,2,0.057
kirche,2,0.057
kannst,2,0.057
familie,2,0.057
scheid,2,0.057
hoffentlich,2,0.057
information,2,0.057
hin«,2,0.057
wunsch,2,0.057
geklärt,2,0.057
durchführung,2,0.057
besonderen,2,0.057
gemacht,2,0.057
entsprechende,2,0.057
sandte,2,0.057
abzusetzen,2,0.057
»auf,2,0.057
gemäß,2,0.057
13,2,0.057
pater,2,0.057
2001,2,0.057
ordinarius,2,0.057
hierarch,2,0.057
mindestens,2,0.057
wahrscheinliche,2,0.057
nachricht,2,0.057
glaubens-,2,0.057
vorbehaltene,2,0.057
straftat,2,0.057
„anfassen,2,0.057
kleiner,2,0.057
messdienerin-,2,0.057
nen“,2,0.057
de,2,0.057
jahren,2,0.057
unterfällt,2,0.057
unterfiel,2,0.057
tatzeit-,2,0.057
delicta,2,0.057
graviora,2,0.057
normae,2,0.057
beseitigen,2,0.057
unrecht,2,0.057
informationen,2,0.057
einsatz“,2,0.057
stellte,2,0.057
„als,2,0.057
krankenhausseelsorger,2,0.057
gefährlichkeits-,2,0.057
prognostischen,2,0.057
überlegungen,2,0.057
wer-,2,0.057
gebeten,2,0.057
wonach,2,0.057
weitere,2,0.057
werner,2,0.057
konfrontiert,2,0.057
meisner,2,0.057
entschied,2,0.057
zu-,2,0.057
beurlaubung,2,0.057
begutachtung,2,0.057
apostolische,2,0.057
inwieweit,2,0.057
bischofs,2,0.057
personen,2,0.057
einsatz,2,0.057
krankenhausseelsorge,2,0.057
bestünden,2,0.057
seelsorge-personal,2,0.057
geistlichen,2,0.057
begonnen,2,0.057
alt,2,0.057
anschein,2,0.057
liegt,2,0.057
mißbrauch,2,0.057
gung,2,0.057
verjährt,2,0.057
ist.“,2,0.057
nochmals,2,0.057
neuanfang,2,0.057
blick,2,0.057
fühlt,2,0.057
sei-,2,0.057
ämter,2,0.057
aufsicht,2,0.057
zusätzlich,2,0.057
dreijäh-,2,0.057
riger,2,0.057
klosteraufenthalt,2,0.057
zehnjähriges,2,0.057
kontaktverbot,2,0.057
aufgegeben,2,0.057
tätigkeiten,2,0.057
abschließen-,2,0.057
klärung,2,0.057
ruhen,2,0.057
freistellung,2,0.057
tätig,2,0.057
präventi-,2,0.057
onsschulung,2,0.057
bezieht,2,0.057
suspendierte,2,0.057
eingang,2,0.057
gekündigt,2,0.057
sofortiger,2,0.057
wirkung,2,0.057
klerikalen,2,0.057
freigestellt,2,0.057
urlaubt,2,0.057
beurlaubte,2,0.057
brachte,2,0.057
kirchenrecht-,2,0.057
lichen,2,0.057
strafverfahrens,2,0.057
erstattung,2,0.057
straf-,2,0.057
befunden,2,0.057
seite,2,0.057
frage,2,0.057
bittet,2,0.057
deswegen,2,0.057
aufgenommen,2,0.057
prüfung,2,0.057
darum,2,0.057
1997,2,0.057
natürlich,2,0.057
mitteilung,2,0.057
deshalb,2,0.057
kenntnis,2,0.057
probleme,2,0.057
akten,2,0.057
nehmen,2,0.057
aufgabe,2,0.057
unternehmen,2,0.057
grund,2,0.057
lässt,2,0.057
findet,2,0.057
neue,2,0.057
rechtsdirektor,2,0.057
»die,2,0.057
andererseits,2,0.057
interventionsgespräch,2,0.057
general-,2,0.057
vikar,2,0.057
exkommunikation,2,0.057
daran,2,0.057
kontakte,2,0.057
kirchengemeinde,2,0.057
d.h,2,0.057
reagiert,1,0.028
eindeutiger,1,0.028
kommuniziert,1,0.028
höfers,1,0.028
exklaustrati-,1,0.028
on,1,0.028
ersucht,1,0.028
verwalter,1,0.028
ieser,1,0.028
wolle,1,0.028
sorgen,1,0.028
ton,1,0.028
praktikantin,1,0.028
bekomme,1,0.028
umgesetzt,1,0.028
sequenzen,1,0.028
gab,1,0.028
meldungen,1,0.028
zitiert,1,0.028
vorgeworfenen,1,0.028
geleugnet,1,0.028
verlangte,1,0.028
unterzeichnung,1,0.028
entsprechenden,1,0.028
eidesstattlichen,1,0.028
unterschrieben,1,0.028
12.06.1992,1,0.028
bemerkung,1,0.028
beurteilung,1,0.028
29.05.1992,1,0.028
teile,1,0.028
»ei-,1,0.028
verlängerung,1,0.028
beauftragung,1,0.028
zustimmen«,1,0.028
betont,1,0.028
»dass,1,0.028
jugendseelsorge,1,0.028
dekanat,1,0.028
ist«,1,0.028
30.07.1992,1,0.028
hebt,1,0.028
offiziell,1,0.028
womit,1,0.028
erneute,1,0.028
zuerkennung,1,0.028
mitgliedschaft,1,0.028
einhergeht,1,0.028
derjenigen,1,0.028
vorsteht,1,0.028
aktivitäten,1,0.028
einverständnis,1,0.028
dechanten,1,0.028
tag,1,0.028
nachdrücklich,1,0.028
aufge-,1,0.028
fordert,1,0.028
konveniats,1,0.028
»jugendarbeit,1,0.028
betreiben«,1,0.028
erinnert,1,0.028
eindringlich,1,0.028
künftig,1,0.028
communis,1,0.028
dekanats,1,0.028
vorliegenden,1,0.028
zufolge,1,0.028
beschränkt,1,0.028
reaktion,1,0.028
8.11.1993,1,0.028
spanischsprachige,1,0.028
deutsche,1,0.028
übersetzung,1,0.028
25.10.1993,1,0.028
weitergeleitet,1,0.028
späteren,1,0.028
dele-,1,0.028
giert,1,0.028
volles,1,0.028
ordens-,1,0.028
mitglied,1,0.028
merkt,1,0.028
mexikanische,1,0.028
stattgefunden,1,0.028
habe.«,1,0.028
aktenvermerk,1,0.028
24.01.1994,1,0.028
einver-,1,0.028
innerhalb,1,0.028
ordens,1,0.028
zurückrufen,1,0.028
verwaltung,1,0.028
pfarrge-,1,0.028
meinde,1,0.028
15.04.1994,1,0.028
überraschende,1,0.028
wendung,1,0.028
deutet,1,0.028
5.04.1994,1,0.028
»daß,1,0.028
jurisdiktion,1,0.028
ok-,1,0.028
tober,1,0.028
j,1,0.028
›guten,1,0.028
hirten‹,1,0.028
bleibt.«,1,0.028
fügt,1,0.028
hinzu,1,0.028
»dann,1,0.028
endgültig.«,1,0.028
hiermit,1,0.028
erkläre,1,0.028
gesellschaft,1,0.028
jesu,1,0.028
inkardinieren.«,1,0.028
entscheidung,1,0.028
wider,1,0.028
bes-,1,0.028
seren,1,0.028
wissens,1,0.028
getroffen,1,0.028
auszug,1,0.028
protokolls,1,0.028
provinzkonsults,1,0.028
jesui-,1,0.028
5,1,0.028
7.04.1995,1,0.028
»bischof,1,0.028
weiß,1,0.028
auftauchen,1,0.028
können.«,1,0.028
ausgesprochene,1,0.028
vermuten,1,0.028
protest,1,0.028
gemeindemitglieder,1,0.028
scheiter,1,0.028
24.05.1995,1,0.028
em,1,0.028
übernommen,1,0.028
inkarnationsurkun-,1,0.028
17.11.1995,1,0.028
setzt,1,0.028
unterbrechungen,1,0.028
erfolgen,1,0.028
nämlich,1,0.028
24.04.1997,1,0.028
nachzugehen,1,0.028
ipp,1,0.028
brauchsbeauftragte,1,0.028
baten,1,0.028
kontaktaufnahme,1,0.028
ansprechpartnern,1,0.028
nahezulegen,1,0.028
aktiven,1,0.028
taktaufnahme,1,0.028
abstand,1,0.028
bestünde,1,0.028
unmittelbare,1,0.028
fährdung,1,0.028
vertrete,1,0.028
ansicht,1,0.028
erwachsene,1,0.028
empfin-,1,0.028
entscheiden,1,0.028
sollten,1,0.028
thematik,1,0.028
konfrontieren,1,0.028
möchten,1,0.028
fernsehbericht,1,0.028
2016,1,0.028
kritisiert,1,0.028
zuge-,1,0.028
kommen,1,0.028
ansprechperson,1,0.028
stellung,1,0.028
antrags,1,0.028
anerkennung,1,0.028
leids,1,0.028
angeboten,1,0.028
kontakten,1,0.028
vertreter*innen,1,0.028
besprechung,1,0.028
männer,1,0.028
01.04.1997,1,0.028
bespricht,1,0.028
anschließend,1,0.028
besteht,1,0.028
einigkeit,1,0.028
beratung,1,0.028
vermerkt,1,0.028
einerseits,1,0.028
untersuchungen,1,0.028
bedürfe,1,0.028
»eventuell,1,0.028
sogar,1,0.028
frauen,1,0.028
zumutbar,1,0.028
ist.«,1,0.028
tatsächlich,1,0.028
3.04.1997,1,0.028
vorgeschlagen,1,0.028
heißt,1,0.028
»u,1,0.028
versagerin,1,0.028
mut,1,0.028
aufbringt,1,0.028
belasten.«,1,0.028
undatierte,1,0.028
»volle,1,0.028
glaubwürdigkeit«,1,0.028
zubilligt,1,0.028
verweist,1,0.028
früheren,1,0.028
mexikanerin)«,1,0.028
bilanziert,1,0.028
»dabei,1,0.028
klarheit,1,0.028
zugab,1,0.028
herunterspielte.«,1,0.028
«,1,0.028
demnach,1,0.028
»enthebung,1,0.028
pfar-,1,0.028
rers,1,0.028
angemessen.«,1,0.028
vorher,1,0.028
»eine,1,0.028
schrift-,1,0.028
liche,1,0.028
verweis,1,0.028
aussprechen,1,0.028
1339,1,0.028
§§,1,0.028
1,1,0.028
cic).«,1,0.028
21.04.1997,1,0.028
modifiziert,1,0.028
bestreitet,1,0.028
weiterhin,1,0.028
darstellungen,1,0.028
u.s,1,0.028
erklärt,1,0.028
folgender,1,0.028
formulierung,1,0.028
einverstanden,1,0.028
intensiven,1,0.028
not,1,0.028
geholfen,1,0.028
bitten,1,0.028
arm,1,0.028
nahm,1,0.028
küsste,1,0.028
streichelte,1,0.028
unsittlichen,1,0.028
bewusst,1,0.028
gesehen,1,0.028
verzweiflung,1,0.028
ntensiver,1,0.028
erlebt,1,0.028
hat.«,1,0.028
sieht,1,0.028
indirektes,1,0.028
eingeständnis,1,0.028
tatbestand,1,0.028
1395,1,0.028
§,1,0.028
cic,1,0.028
erfüllt,1,0.028
empfohlene,1,0.028
erachtet,1,0.028
»da,1,0.028
untersuchung,1,0.028
schwerwiegenden,1,0.028
moralischen,1,0.028
sicherheit,1,0.028
hat«,1,0.028
sexua-,1,0.028
lisierten,1,0.028
insofern,1,0.028
massnahmen,1,0.028
strenges,1,0.028
schweigegebot,1,0.028
gallen,1,0.028
verübten,1,0.028
auferlegt,1,0.028
stellen,1,0.028
spricht,1,0.028
»ihnen,1,0.028
bekannten,1,0.028
vorfällen«,1,0.028
amts-,1,0.028
auflage,1,0.028
benannten,1,0.028
»ein,1,0.028
bera-,1,0.028
tungsgespräch,1,0.028
führen«,1,0.028
wahrscheinlich,1,0.028
internen,1,0.028
aussprache,1,0.028
rücktritt,1,0.028
tagen,1,0.028
funktion,1,0.028
mangelnder,1,0.028
therapiebereitschaft,1,0.028
zurückgeschickt,1,0.028
wochen,1,0.028
trat,1,0.028
stelle,1,0.028
überprüfung,1,0.028
irritiert,1,0.028
fragte,1,0.028
lebens-,1,0.028
bestäti-,1,0.028
arbeitsfelder,1,0.028
therapie,1,0.028
möglich,1,0.028
argument,1,0.028
rasch,1,0.028
vollzogenen,1,0.028
fachpersonen,1,0.028
beschreibt,1,0.028
folgendermaßen,1,0.028
»ja,1,0.028
zen-brixen,1,0.028
bezahlen,1,0.028
irgendwo,1,0.028
einsetzen.«,1,0.028
9.12.1997,1,0.028
deklariert,1,0.028
rechtsdirektoren,1,0.028
ergriffen,1,0.028
rauchfuß,1,0.028
chance,1,0.028
guten,1,0.028
unbelasteten,1,0.028
erhalten,1,0.028
position,1,0.028
aushändigung,1,0.028
vermögensrechtliche,1,0.028
aspekte,1,0.028
nennt,1,0.028
voraussetzung,1,0.028
dritter,1,0.028
außerkirchlicher,1,0.028
bestätigung,1,0.028
rechtliche,1,0.028
veruntreuung,1,0.028
unterschla-,1,0.028
o,1,0.028
ä,1,0.028
therapie-aufnahme,1,0.028
»dieses,1,0.028
antwortete,1,0.028
vorhandenen,1,0.028
januar,1,0.028
erinnerung,1,0.028
seinerzeit,1,0.028
1996,1,0.028
/,1,0.028
2003,1,0.028
unglücklicher,1,0.028
gremiums,1,0.028
unverzüglich,1,0.028
irgendwelchen,1,0.028
besu-,1,0.028
erster,1,0.028
zurückzukommen,1,0.028
27.06.2000,1,0.028
linie,1,0.028
bi-,1,0.028
schof,1,0.028
nach-,1,0.028
aufgefor-,1,0.028
dert,1,0.028
bestehenden,1,0.028
rückfragen,1,0.028
«komische,1,0.028
mitarbeitern,1,0.028
mitarbeiterinnen,1,0.028
kindergartens,1,0.028
unterlassen,1,0.028
gesprächsprotokoll,1,0.028
klargestellt,1,0.028
»unabhängig,1,0.028
konstellation,1,0.028
wechsel,1,0.028
üblichen,1,0.028
gepflogenhei-,1,0.028
entspreche,1,0.028
bisherige,1,0.028
alten,1,0.028
pflege.«,1,0.028
küsse»,1,0.028
untersagt,1,0.028
kirchliche,1,0.028
einrichtungen,1,0.028
jeglicher,1,0.028
finanzielle,1,0.028
angelegenheiten,1,0.028
abzuwickeln,1,0.028
19.03.2003,1,0.028
zungen­,1,0.028
gleichzeitigen,1,0.028
küsse,1,0.028
genauer,1,0.028
gesundheitliche,1,0.028
situation,1,0.028
bezug,1,0.028
gesundheitlichen,1,0.028
gründen,1,0.028
ärztliches,1,0.028
abgeklärt,1,0.028
vorgelegt,1,0.028
»nicht,1,0.028
arbeitsfähig«,1,0.028
16.02.2010,1,0.028
presse,1,0.028
geworden,1,0.028
feststel­,1,0.028
lung,1,0.028
anisius-gymnasium,1,0.028
1982,1,0.028
vorgeworfen,1,0.028
»nun-,1,0.028
treten,1,0.028
berichterstattung,1,0.028
nachthemden,1,0.028
mehrere,1,0.028
m,1,0.028
zuständiger,1,0.028
bischöflicher,1,0.028
beauftragter,1,0.028
brauchsfälle,1,0.028
befragen,1,0.028
muss.«,1,0.028
bestritten,1,0.028
gewordenen,1,0.028
bezüglich,1,0.028
sexuali-,1,0.028
sierter,1,0.028
österreich,1,0.028
entwöhnungskur,1,0.028
mexikanisches,1,0.028
macht,1,0.028
z.t,1,0.028
canisi-,1,0.028
uskolleg,1,0.028
mitwisserschaft,1,0.028
holsts,1,0.028
beweisen,1,0.028
»bereinigt«,1,0.028
3.02,1,0.028
re-,1,0.028
versendet,1,0.028
aufdeckung,1,0.028
möglicher,1,0.028
ehepaars,1,0.028
fi-,1,0.028
nanzgebaren,1,0.028
sexualisierte,1,0.028
beziehen,1,0.028
12.12.1997,1,0.028
kirchenrechtlich,1,0.028
basierten,1,0.028
ermittlungen,1,0.028
spür-,1,0.028
bare,1,0.028
ger,1,0.028
kommt,1,0.028
vereinzelt,1,0.028
stel-,1,0.028
lungnahme,1,0.028
mär,1,0.028
angemessen,1,0.028
sei].«,1,0.028
fungiert,1,0.028
bedingt,1,0.028
hilfspfarrer,1,0.028
ie,1,0.028
trelle,1,0.028
vatikans,1,0.028
angeordnete,1,0.028
kirchenrechtli-,1,0.028
che,1,0.028
bezog,1,0.028
canisiuskol-,1,0.028
leg,1,0.028
begangenen,1,0.028
alkoholkonsum,1,0.028
abschlussbericht,1,0.028
kompe-,1,0.028
-,1,0.028
gewalttaten,1,0.028
verantwortungs-,1,0.028
bereich,1,0.028
tenzen,1,0.028
obwohl,1,0.028
persönlichen,1,0.028
risiko,1,0.028
kauf,1,0.028
nommen,1,0.028
zuständigkeiten,1,0.028
entzogen,1,0.028
rang-,1,0.028
verantwor-,1,0.028
tungsbereich,1,0.028
hoher,1,0.028
berlin,1,0.028
durchgeführt,1,0.028
finden,1,0.028
strafzumessung,1,0.028
rolle,1,0.028
spielen,1,0.028
mitarbeiter,1,0.028
praxis,1,0.028
setzte,1,0.028
aufforderte,1,0.028
eidesstattliche,1,0.028
unterschreiben,1,0.028
deklarieren,1,0.028
amtsenthebungsverfahren,1,0.028
gelegten,1,0.028
mädchens,1,0.028
korrigiert,1,0.028
durchzuführen,1,0.028
abschluss,1,0.028
administratives,1,0.028
kirchli-,1,0.028
ches,1,0.028
endet,1,0.028
geldstrafe,1,0.028
konsequen-,1,0.028
zen,1,0.028
betreute,1,0.028
falls,1,0.028
verzichtete,1,0.028
bistums-,1,0.028
hil-,1,0.028
desheim,1,0.028
geschahen,1,0.028
leitung,1,0.028
zieht,1,0.028
psychiatrische,1,0.028
begab,1,0.028
angefügt,1,0.028
kopie,1,0.028
kapuzinerkloster,1,0.028
brixen,1,0.028
untergebracht,1,0.028
9.12.2010,1,0.028
aussetzen,1,0.028
17.12.2010,1,0.028
telefonisch,1,0.028
darauffolgenden,1,0.028
leugnet,1,0.028
zehn,1,0.028
übergeben,1,0.028
geprägt,1,0.028
3,1,0.028
klinikaufenthalten,1,0.028
verlesen,1,0.028
öffentlicht,1,0.028
missbrauchsopfer,1,0.028
psychiatrie,1,0.028
lawine,1,0.028
los.«,1,0.028
mutige,1,0.028
schritt,1,0.028
löste,1,0.028
reihe,1,0.028
mel-,1,0.028
dungen,1,0.028
keineswegs,1,0.028
bezogen,1,0.028
folglosen,1,0.028
anhörung,1,0.028
vertreter,1,0.028
darstellung,1,0.028
versuchen,1,0.028
geeignete,1,0.028
annahmen,1,0.028
jeweiligen,1,0.028
sprechpartners,1,0.028
vorstellt,1,0.028
gefiltert,1,0.028
blinde,1,0.028
flecken,1,0.028
kommuni-,1,0.028
ziert,1,0.028
auf-,1,0.028
deutlich,1,0.028
wiederholt,1,0.028
gabe,1,0.028
warum,1,0.028
misstrauen,1,0.028
mangelnde,1,0.028
glaubwürdigkeit,1,0.028
anliegens,1,0.028
übertragen,1,0.028
ab,1,0.028
langwierige,1,0.028
kontext,1,0.028
begegnungen,1,0.028
gut,1,0.028
fandest,1,0.028
weit,1,0.028
gegangen,1,0.028
nein,1,0.028
bistumsinterne,1,0.028
thema,1,0.028
angefangen,1,0.028
bestimmt,1,0.028
gekreist,1,0.028
auseinan-,1,0.028
informationsübermittlung,1,0.028
aktives,1,0.028
interesse,1,0.028
kennbar,1,0.028
ermittlungsbehörden,1,0.028
einordnung,1,0.028
dersetzung,1,0.028
pensionsansprüche,1,0.028
kom-,1,0.028
mentarlos,1,0.028
beigefügten,1,0.028
kryptisch,1,0.028
»vorgängen«,1,0.028
»in,1,0.028
groben,1,0.028
zügen«,1,0.028
explizit,1,0.028
behauptet,1,0.028
»straf-,1,0.028
rechtlich,1,0.028
hätten,1,0.028
angezeigt,1,0.028
müssen.«,1,0.028
übrigen,1,0.028
»seit,1,0.028
unterschiedliche,1,0.028
sind.«,1,0.028
implizit,1,0.028
all,1,0.028
2010er,1,0.028
drohte,1,0.028
anhal-,1,0.028
jahrzehnten,1,0.028
began-,1,0.028
gen,1,0.028
tender,1,0.028
verklausuliert,1,0.028
bezeichnen,1,0.028
nlässlich,1,0.028
gesprächstermins,1,0.028
lehrerin,1,0.028
4.03,1,0.028
laisierung,1,0.028
zuverlässige,1,0.028
kinderschutzmaßnahmen,1,0.028
