term,frequency,percentage
beschuldigte,1,0.185
eigenen,1,0.185
angaben,1,0.185
liebesbeziehung,1,0.185
entwickelt,1,0.185
brauchs,1,0.185
männer,1,0.185
hen,1,0.185
anderweitig,1,0.185
problematisches,1,0.185
berühren,1,0.185
männern,1,0.185
miss­,1,0.185
schweren,1,0.185
missbräuchen,1,0.185
se­,1,0.185
kind,1,0.185
erwartete,1,0.185
begangen,1,0.185
erlebte,1,0.185
grenzüberschreitendem,1,0.185
erwachsenenalter,1,0.185
kinderheim,1,0.185
missbräuchliches,1,0.185
ver­,1,0.185
halten,1,0.185
«komischen,1,0.185
zunge»,1,0.185
nachthemden,1,0.185
beim,1,0.185
verkehr,1,0.185
intimen,1,0.185
verfehlungen,1,0.185
genitalbe-,1,0.185
reich,1,0.185
teils,1,0.185
da-,1,0.185
maligem,1,0.185
wochenbett,1,0.185
intime,1,0.185
beziehung,1,0.185
minderjähriger,1,0.185
stirn,1,0.185
ei-,1,0.185
ner,1,0.185
damaligem,1,0.185
frau,1,0.185
schulalltag,1,0.185
„zuwenig,1,0.185
abstand“,1,0.185
halte,1,0.185
genstand,1,0.185
genüber,1,0.185
„weiblichen,1,0.185
jugend,1,0.185
wenig,1,0.185
zurückhaltend“,1,0.185
sei,1,0.185
mitte,1,0.185
1980er,1,0.185
jahre,1,0.185
fiel,1,0.185
kleinen,1,0.185
