term,frequency,percentage
vorzulesen,1,0.24
rechtfertigte,1,0.24
stellte,1,0.24
kontext,1,0.24
weshalb,1,0.24
gemachten,1,0.24
stimmen,1,0.24
könnten,1,0.24
äusserte,1,0.24
ausführlich,1,0.24
vorge­,1,0.24
hensweise,1,0.24
fachgremiums,1,0.24
vorverurteile,1,0.24
enge,1,0.24
treibe,1,0.24
so­,1,0.24
keinerlei,1,0.24
rechtliche,1,0.24
grundlagen,1,0.24
kompetenzen,1,0.24
massnahmen,1,0.24
therapie,1,0.24
ahnung“,1,0.24
hätten,1,0.24
heiligen,1,0.24
weihnachten,1,0.24
aussprachen,1,0.24
ausgebucht,1,0.24
zuvor,1,0.24
bibel,1,0.24
„keine,1,0.24
tun,1,0.24
erhalten,1,0.24
gegangen,1,0.24
bewusstsein,1,0.24
geholfen,1,0.24
umso,1,0.24
mehr,1,0.24
überrascht,1,0.24
vorgeworfen,1,0.24
gewollt,1,0.24
großes,1,0.24
missverständnis,1,0.24
betroffenen,1,0.24
werfe,1,0.24
wohl,1,0.24
deren,1,0.24
eltern,1,0.24
gleich,1,0.24
polizei,1,0.24
gelaufen,1,0.24
seien,1,0.24
anstatt,1,0.24
sprechen,1,0.24
„vermeintlichen,1,0.24
