term,frequency,percentage
weite-,1,0.146
ren,1,0.146
kontakten,1,0.146
vertreter*innen,1,0.146
aktives,1,0.146
die-,1,0.146
hintergrund,1,0.146
inzwischen,1,0.146
längst,1,0.146
verfügbaren,1,0.146
wissens,1,0.146
jemals,1,0.146
gang,1,0.146
setzte,1,0.146
frauen,1,0.146
herzustellen,1,0.146
unterstützung,1,0.146
anzubieten,1,0.146
ermittlungen,1,0.146
raum,1,0.146
ste-,1,0.146
henden,1,0.146
irgendeiner,1,0.146
entsprechenden,1,0.146
hinweisen,1,0.146
ehepaars,1,0.146
s,1,0.146
ablösung,1,0.146
»guten,1,0.146
hirten«,1,0.146
nachforschungen,1,0.146
nachfolgers,1,0.146
domkapitular,1,0.146
holst,1,0.146
2.05.1999,1,0.146
verleiht,1,0.146
empörung,1,0.146
ausdruck,1,0.146
»es,1,0.146
schritte,1,0.146
finanziellen,1,0.146
machenschaften,1,0.146
klären,1,0.146
geschwei-,1,0.146
ge,1,0.146
bereinigen,1,0.146
betriebene,1,0.146
prüfung,1,0.146
unregelmäßigkeiten,1,0.146
lachhafte,1,0.146
beschreibung,1,0.146
festgestellt,1,0.146
schritt,1,0.146
unverständlicherweise,1,0.146
abgese-,1,0.146
hen,1,0.146
worden.«,1,0.146
interview,1,0.146
äußert,1,0.146
entrüstet,1,0.146
ergebnissen,1,0.146
prüfauftrags,1,0.146
finanzgebaren,1,0.146
erteilt,1,0.146
annähernd,1,0.146
notwendigen,1,0.146
konsequenzen,1,0.146
gezogen,1,0.146
neralvikar,1,0.146
frage,1,0.146
interessiert,1,0.146
risiko,1,0.146
rückforderungen,1,0.146
öf-,1,0.146
fentlichen,1,0.146
hand,1,0.146
bestünde,1,0.146
erhebliche,1,0.146
zuschüsse,1,0.146
projekte,1,0.146
geflossen,1,0.146
diesbe-,1,0.146
zügliche,1,0.146
verwendungsnachweise,1,0.146
wohl,1,0.146
nötig,1,0.146
klar,1,0.146
erteilten,1,0.146
prüfauftrag,1,0.146
zutage,1,0.146
gefördert,1,0.146
besser,1,0.146
außen,1,0.146
dringen,1,0.146
entzogen,1,0.146
eingang,1,0.146
finden,1,0.146
somit,1,0.146
strafzumessung,1,0.146
rolle,1,0.146
spielen,1,0.146
könnten,1,0.146
ende,1,0.146
argument,1,0.146
erkenn-,1,0.146
baren,1,0.146
ausgegangen,1,0.146
gar,1,0.146
vorfällen,1,0.146
geeigneten,1,0.146
selbstverständlich,1,0.146
infor-,1,0.146
miert,1,0.146
kommunikation,1,0.146
aufklärungsmaßnahmen,1,0.146
jeweiligen,1,0.146
verantwortungsträgern,1,0.146
bis-,1,0.146
tums,1,0.146
insbesondere,1,0.146
möglichen,1,0.146
fortsetzung,1,0.146
heim,1,0.146
übergrif-,1,0.146
fe,1,0.146
pfarrer,1,0.146
weitere,1,0.146
nachgefragt,1,0.146
andeutungen,1,0.146
ungefähren,1,0.146
blieben,1,0.146
schluss,1,0.146
nahe,1,0.146
beiden,1,0.146
sei-,1,0.146
aufarbeitung,1,0.146
besonderes,1,0.146
hiervon,1,0.146
vielfalt,1,0.146
ausgeübten,1,0.146
ließ,1,0.146
erfahrung,1,0.146
bringen,1,0.146
handlungspraxis,1,0.146
of-,1,0.146
fenbar,1,0.146
zugrundeliegende,1,0.146
annahme,1,0.146
missbrauchstäter,1,0.146
gespräche,1,0.146
»gebessert«,1,0.146
könne,1,0.146
naiv,1,0.146
angesichts,1,0.146
zahlreichen,1,0.146
opfer,1,0.146
verantwortungslos,1,0.146
bezeichnen,1,0.146
wechselseitige,1,0.146
versuch,1,0.146
verantwortung,1,0.146
nachlässige,1,0.146
entsprechend,1,0.146
akten,1,0.146
jeweils,1,0.146
institution,1,0.146
zuzuschieben,1,0.146
scheint,1,0.146
primär,1,0.146
zweck,1,0.146
erfüllen,1,0.146
eigenen,1,0.146
versäumnissen,1,0.146
abzulenken,1,0.146
geht,1,0.146
mel-,1,0.146
det,1,0.146
ermittlungsergebnissen,1,0.146
hervor,1,0.146
nachfragen,1,0.146
müssen,1,0.146
anlässlich,1,0.146
gesprächstermins,1,0.146
ordinariat,1,0.146
aufgrund,1,0.146
lehrerin,1,0.146
4.03,1,0.146
informa-,1,0.146
tionen,1,0.146
versäumt,1,0.146
zuverlässige,1,0.146
kinderschutzmaßnahmen,1,0.146
fallbezogenen,1,0.146
aufbau,1,0.146
hilfenetzwerkes,1,0.146
bestanden,1,0.146
z.b,1,0.146
fachberatungsstelle,1,0.146
angehören,1,0.146
sollen,1,0.146
schweigepflicht,1,0.146
steht,1,0.146
kooperationen,1,0.146
entgegen,1,0.146
aufklärungs-)maßnahmen,1,0.146
eingeleitet,1,0.146
einflussnahmen,1,0.146
tatverdächtigen,1,0.146
großeltern,1,0.146
unterbinden,1,0.146
rahmen,1,0.146
gesprächs,1,0.146
ergriffen,1,0.146
persönliches,1,0.146
urteilsvermögen,1,0.146
hinsichtlich,1,0.146
einschätzung,1,0.146
verdachts,1,0.146
rotz,1,0.146
missbrauch,1,0.146
verlassen,1,0.146
notwendig,1,0.146
wäre,1,0.146
ein-,1,0.146
schätzung,1,0.146
zusammenarbeit,1,0.146
externen,1,0.146
fachstellen,1,0.146
validieren,1,0.146
erwiesen,1,0.146
spätestens,1,0.146
01.04.2010,1,0.146
gespräch,1,0.146
detail,1,0.146
gesam-,1,0.146
te,1,0.146
bistumsinternen,1,0.146
last,1,0.146
gelegt,1,0.146
informiert,1,0.146
wis-,1,0.146
bewertung,1,0.146
berücksichtigt,1,0.146
d,1,0.146
ebenso,1,0.146
bereits,1,0.146
gegebene,1,0.146
außer,1,0.146
acht,1,0.146
gelassen,1,0.146
übergriffen,1,0.146
betroffen,1,0.146
e,1,0.146
probleme,1,0.146
ergaben,1,0.146
dadurch,1,0.146
ausreichenden,1,0.146
personellen,1,0.146
zeitlichen,1,0.146
res-,1,0.146
sourcen,1,0.146
sorgfältige,1,0.146
reaktionen,1,0.146
aufruf,1,0.146
3.02.2010,1,0.146
fügbar,1,0.146
punkt,1,0.146
erscheint,1,0.146
muster,1,0.146
überforderung,1,0.146
möglicherweise,1,0.146
beigetragen,1,0.146
kinderschutzfall,1,0.146
erkannt,1,0.146
implizite,1,0.146
zielrichtung,1,0.146
aufrufs,1,0.146
eher,1,0.146
»historischer«,1,0.146
natur,1,0.146
f,1,0.146
einleitung,1,0.146
erfolgte,1,0.146
erst,1,0.146
initiative,1,0.146
bzw,1,0.146
juristen,1,0.146
informationen,1,0.146
sah,1,0.146
veranlasst,1,0.146
einzulei-,1,0.146
g,1,0.146
beauftragten,1,0.146
irrtümlicher-,1,0.146
wegen,1,0.146
eintritts,1,0.146
zahlrei-,1,0.146
alters,1,0.146
absahen,1,0.146
on,1,0.146
gen,1,0.146
chen,1,0.146
belastungen,1,0.146
weiteres,1,0.146
verfahren,1,0.146
umstand,1,0.146
abgesehen,1,0.146
beschuldigte,1,0.146
tat,1,0.146
grunde,1,0.146
eingeräumt,1,0.146
akte,1,0.146
entnehmen,1,0.146
geäußerte,1,0.146
angst,1,0.146
erstatten,1,0.146
entschieden,1,0.146
ür,1,0.146
straftatbestand,1,0.146
missbrauchs,1,0.146
hob,1,0.146
verjäh­,1,0.146
rung,1,0.146
verfolgte,1,0.146
anschuldigungen,1,0.146
gebotene,1,0.146
kirchen-,1,0.146
rechtliche,1,0.146
missbrauchsvorwürfe,1,0.146
hildes-,1,0.146
wilhelm,1,0.146
egger,1,0.146
erhobenen,1,0.146
wiederholten,1,0.146
schwerwie-,1,0.146
genden,1,0.146
leitete,1,0.146
weiterhin,1,0.146
seelsorge,1,0.146
tätig,1,0.146
verfügung,1,0.146
gestellt,1,0.146
h,1,0.146
zusammenhang,1,0.146
mögliche,1,0.146
erneute,1,0.146
sexuelle,1,0.146
übergriffe,1,0.146
minderjährige,1,0.146
zu-,1,0.146
ständigen,1,0.146
bemühte,1,0.146
ursachen,1,0.146
verhalten,1,0.146
priesters,1,0.146
ergründen,1,0.146
jedoch,1,0.146
