term,frequency,percentage
tätig,2,0.269
mal,2,0.269
5,2,0.269
-,2,0.269
folgender,2,0.269
dienst,2,0.269
pfarrers,2,0.269
heißt,2,0.269
be-,2,0.269
dummheiten,2,0.269
warnung,2,0.269
trient,2,0.269
kinder,1,0.135
anvertraute,1,0.135
kooperator,1,0.135
„nicht,1,0.135
besonders,1,0.135
intelligent,1,0.135
deshalb,1,0.135
könne“,1,0.135
ging,1,0.135
bericht,1,0.135
dekans,1,0.135
„seine,1,0.135
vertrauensseligkeit,1,0.135
cum,1,0.135
mulieribus,1,0.135
verdächtig,1,0.135
befinden,1,0.135
oft,1,0.135
länger,1,0.135
zulässig,1,0.135
zimmer,1,0.135
einladungen,1,0.135
februar,1,0.135
jahres,1,0.135
veröffentlichten,1,0.135
»ausfüh-,1,0.135
rungsbestimmungen,1,0.135
vorgehen,1,0.135
sexuellem,1,0.135
minderjähriger,1,0.135
geistliche,1,0.135
ie,1,0.135
karin,1,0.135
melden,1,0.135
miss-,1,0.135
brauchsbeauftragten,1,0.135
bitten,1,0.135
25.11.2010,1,0.135
suchen,1,0.135
nover,1,0.135
hinweise,1,0.135
ehepaars,1,0.135
fi-,1,0.135
nanzgebaren,1,0.135
sexualisierte,1,0.135
grenzverletzungen,1,0.135
beziehen,1,0.135
redereien“,1,0.135
bö-,1,0.135
gesetzt,1,0.135
hannoveraner,1,0.135
»merkwürdigen,1,0.135
beziehungen«,1,0.135
südamerikanischen,1,0.135
han-,1,0.135
worden,1,0.135
„umgangsformen“,1,0.135
so-,1,0.135
ersichtlich,1,0.135
volljährigen,1,0.135
„den,1,0.135
leuten,1,0.135
anlass,1,0.135
verhalten,1,0.135
braut,1,0.135
gasthaus,1,0.135
öffentlich,1,0.135
bluse,1,0.135
gegriffen,1,0.135
gesagt,1,0.135
schöne,1,0.135
sucht.“,1,0.135
mehrere,1,0.135
schwerdeschreiben,1,0.135
eindeutig,1,0.135
ab-,1,0.135
sender,1,0.135
vermutlich,1,0.135
folgendes,1,0.135
schamgegend,1,0.135
kleidung,1,0.135
schule,1,0.135
scandalum,1,0.135
sprechen,1,0.135
gefertigter,1,0.135
ergebenst,1,0.135
er-,1,0.135
pudendu,1,0.135
super,1,0.135
vestem,1,0.135
schola,1,0.135
anm,1,0.135
richterstatter,1,0.135
berührte,1,0.135
kräftig,1,0.135
nie,1,0.135
mehr,1,0.135
nmittelbar,1,0.135
anschluss,1,0.135
kommt,1,0.135
unterzeichneten,1,0.135
dokument,1,0.135
hierzu,1,0.135
schlage,1,0.135
krankenhausreif…,1,0.135
besser,1,0.135
nichte,1,0.135
mehrmals,1,0.135
abge-,1,0.135
griffen…,1,0.135
geklagt,1,0.135
pfar-,1,0.135
rers,1,0.135
leute,1,0.135
gewundert,1,0.135
war.“,1,0.135
gepackt,1,0.135
ruhe,1,0.135
läßt,1,0.135
welt…,1,0.135
geschäft,1,0.135
angegrif-,1,0.135
fen…,1,0.135
gen,1,0.135
cousinen,1,0.135
häuserin,1,0.135
herrn,1,0.135
1960er,1,0.135
nachtlokalen,1,0.135
„buben“,1,0.135
zusammen,1,0.135
solle,1,0.135
nacht,1,0.135
vier,1,0.135
uhr,1,0.135
verhältnis,1,0.135
häuse-,1,0.135
rin.“,1,0.135
zuständige,1,0.135
dekan,1,0.135
bischöfliche,1,0.135
ordina-,1,0.135
riat,1,0.135
1980er,1,0.135
kam,1,0.135
offenbar,1,0.135
undatierten,1,0.135
absender,1,0.135
eheprobleme,1,0.135
sexualfragen,1,0.135
warum,1,0.135
festgehalten,1,0.135
4,1,0.135
umgang,1,0.135
skandalös,1,0.135
greift,1,0.135
überall,1,0.135
…]“,1,0.135
fünf,1,0.135
pfarreien,1,0.135
beim,1,0.135
bischöfli-,1,0.135
„hang,1,0.135
weiblichen,1,0.135
geschlecht,1,0.135
einfach,1,0.135
verbergen“,1,0.135
bedenken,1,0.135
hinsichtlich,1,0.135
umgangs,1,0.135
mäd-,1,0.135
geäußert,1,0.135
beschwerten,1,0.135
gemeinde-,1,0.135
betreuten,1,0.135
erkenntnisse,1,0.135
aktivitäten,1,0.135
infor-,1,0.135
mieren,1,0.135
woraufhin,1,0.135
aktiv,1,0.135
eingriff,1,0.135
seitens,1,0.135
besucht,1,0.135
meldet,1,0.135
witwe,1,0.135
meldete,1,0.135
meinde,1,0.135
angenommen,1,0.135
begonnen,1,0.135
neralvikar,1,0.135
klage,1,0.135
„2,1,0.135
erfahren,1,0.135
gesellschaft-,1,0.135
lichen,1,0.135
rechte,1,0.135
mass,1,0.135
hinausrast,1,0.135
dern,1,0.135
vorwürfe,1,0.135
vertreters,1,0.135
ten,1,0.135
hinaus,1,0.135
begehe,1,0.135
„immer,1,0.135
ungeschicklichkeiten“,1,0.135
zerstörten,1,0.135
verwunderung,1,0.135
sorgen,1,0.135
ach,1,0.135
aufzwänge].“,1,0.135
zeit-,1,0.135
zeugin,1,0.135
kin-,1,0.135
könne,1,0.135
wandten,1,0.135
ort,1,0.135
geistlichen,1,0.135
beanstandeten,1,0.135
kontakt,1,0.135
„priesterliches,1,0.135
völlig“,1,0.135
informationen,1,0.135
provinzial,1,0.135
höfer,1,0.135
1993,1,0.135
drei,1,0.135
personen,1,0.135
namen,1,0.135
brief,1,0.135
tertiat,1,0.135
latein-,1,0.135
amerika,1,0.135
aufhält,1,0.135
jugendseelsorge,1,0.135
göttingen,1,0.135
zunächst,1,0.135
folgenden,1,0.135
voriges,1,0.135
jahr,1,0.135
freundliche,1,0.135
beziehun-,1,0.135
jugendarbeit,1,0.135
1989,1,0.135
wendet,1,0.135
vertreter,1,0.135
wobei,1,0.135
situationen,1,0.135
ergeben,1,0.135
priesterliche,1,0.135
völlig,1,0.135
zerstören,1,0.135
3,1,0.135
schon,1,0.135
heinz-günter,1,0.135
verfasser,1,0.135
verfasserin,1,0.135
rechts-,1,0.135
anwältin,1,0.135
raue,1,0.135
deutete,1,0.135
märz,1,0.135
1999–2003,1,0.135
formuliert,1,0.135
kaplan,1,0.135
hildesheimer,1,0.135
bistums-,1,0.135
verantwortlichen,1,0.135
werner,1,0.135
schreer,1,0.135
ausführlichen,1,0.135
rechtsdirektor,1,0.135
ax,1,0.135
retrospektiv,1,0.135
davon,1,0.135
mögliche,1,0.135
unangemessene,1,0.135
näheverhältnisse,1,0.135
mexikanischen,1,0.135
17.09.1997,1,0.135
entpflichtung,1,0.135
aufgaben,1,0.135
»guter,1,0.135
hirt«,1,0.135
ehepaar,1,0.135
aktive,1,0.135
wurde,1,0.135
ausflüge,1,0.135
kom-,1,0.135
men,1,0.135
immer,1,0.135
kürzlich,1,0.135
rabenstein,1,0.135
zivil,1,0.135
mitgliedern,1,0.135
weitere,1,0.135
sexuelle,1,0.135
gang,1,0.135
winter,1,0.135
schlittenfahrten,1,0.135
selten,1,0.135
erst,1,0.135
gewalt,1,0.135
gibt,1,0.135
interview,1,0.135
ipp,1,0.135
zuge,1,0.135
absetzung,1,0.135
haupt-,1,0.135
ehrenamtlichen,1,0.135
hätten,1,0.135
persönlichen,1,0.135
offizial,1,0.135
aschemann,1,0.135
mitarbeiterinnen,1,0.135
kindestagesstätte,1,0.135
geäußerten,1,0.135
vorwürfen,1,0.135
1990er,1,0.135
erwähnten,1,0.135
kinder­,1,0.135
heim,1,0.135
gearbeitet,1,0.135
erzählungen,1,0.135
mitarbeitenden,1,0.135
bistums,1,0.135
erzbistum,1,0.135
köln,1,0.135
ur,1,0.135
wenige,1,0.135
wochen,1,0.135
sagte,1,0.135
mitglied,1,0.135
fachgremiums,1,0.135
sinne,1,0.135
klären,1,0.135
nachdem,1,0.135
klärung,1,0.135
mög-,1,0.135
lich,1,0.135
leitete,1,0.135
chat-protokolle,1,0.135
domkapitular,1,0.135
findet,1,0.135
beisein,1,0.135
damaligen,1,0.135
missbrauchsbeauftragten,1,0.135
statt,1,0.135
lehrerin,1,0.135
handelt,1,0.135
kooperatorenbericht,1,0.135
„hat,1,0.135
vergangen,1,0.135
schulmädchen,1,0.135
fortiter,1,0.135
tan-,1,0.135
gendo,1,0.135
eius,1,0.135
kenntnis,1,0.135
vorgängen,1,0.135
erhalten,1,0.135
geraten,1,0.135
warnte,1,0.135
aufzwinge].“,1,0.135
ei-,1,0.135
nem,1,0.135
verpflichtet,1,0.135
fälle,1,0.135
missbrauchs,1,0.135
minderjähri,1,0.135
informierte,1,0.135
vater,1,0.135
dechanten,1,0.135
beschuldigten,1,0.135
hildesheim«,1,0.135
reagiert,1,0.135
schnellstmöglich,1,0.135
»alle,1,0.135
mitarbeiterin-,1,0.135
nen,1,0.135
mitarbeiter,1,0.135
kirchlichen,1,0.135
