,term,frequency,percentage
164,jugendarbeit,5,0.104
165,akte,5,0.104
166,hinsichtlich,5,0.104
167,wolfsburg,5,0.104
168,entpflichtung,5,0.104
169,ersichtlich,5,0.104
170,wohl,5,0.104
171,gründe,5,0.104
172,soweit,5,0.104
173,gekommen,5,0.104
174,kongregation,5,0.104
175,bleiben,5,0.104
176,ebenfalls,5,0.104
177,entsprechende,4,0.083
178,chen,4,0.083
179,bisherigen,4,0.083
180,gebiet,4,0.083
181,einsatzort,4,0.083
182,ende,4,0.083
183,egger,4,0.083
184,wilhelm,4,0.083
185,daran,4,0.083
186,erfolgte,4,0.083
187,punkt,4,0.083
188,akten,4,0.083
189,sen,4,0.083
190,möglichkeit,4,0.083
191,bereits,4,0.083
192,k,4,0.083
193,gelassen,4,0.083
194,unterstützen,4,0.083
195,strafanzeige,4,0.083
196,provinzial,4,0.083
197,glaubenskongregation,4,0.083
198,sah,4,0.083
199,versäumt,4,0.083
200,1997,4,0.083
201,weihbischof,4,0.083
202,ren,4,0.083
203,solle,4,0.083
204,wann,4,0.083
205,verfahren,4,0.083
206,blick,4,0.083
207,jo-,4,0.083
208,missbrauchsbeauftragte,4,0.083
209,anzeige,4,0.083
210,digten,4,0.083
211,sexueller,4,0.083
212,vier,4,0.083
213,probleme,4,0.083
214,könnten,4,0.083
215,zwei,4,0.083
216,beschul-,4,0.083
217,rechtliche,4,0.083
218,verlassen,4,0.083
219,erzbischof,4,0.083
220,18,4,0.083
221,vorfall,4,0.083
222,legt,4,0.083
223,teilzunehmen,4,0.083
224,melden,4,0.083
225,hauptabteilung,4,0.083
226,aufgaben,4,0.083
227,gibt,4,0.083
228,delikte,4,0.083
229,1.04.2010,4,0.083
230,kloster,4,0.083
231,bedenken,4,0.083
232,v,4,0.083
233,betroffene,4,0.083
234,erteilt,4,0.083
235,opfer,4,0.083
236,somit,4,0.083
237,auftrag,4,0.083
238,e,4,0.083
239,last,4,0.083
240,beiden,4,0.083
241,ausland,4,0.083
242,meldepflicht,4,0.083
243,sst,4,0.083
244,zusammenhang,4,0.083
245,praxis,4,0.083
246,anfang,4,0.083
247,entnehmen,4,0.083
248,glaubenslehre,4,0.083
249,4.03.2010,4,0.083
250,er-,4,0.083
251,interesse,4,0.083
252,informationen,4,0.083
253,gegenüberstellung,4,0.083
254,schweigegebot,4,0.083
255,darin,4,0.083
256,stellungnahme,3,0.063
257,grenzverletzungen,3,0.063
258,geben,3,0.063
259,2,3,0.063
260,frage,3,0.063
261,münsterschwarzach,3,0.063
262,diesbezüglichen,3,0.063
263,genauer,3,0.063
264,aktives,3,0.063
265,andererseits,3,0.063
266,schwierigkeiten,3,0.063
267,monate,3,0.063
268,recht,3,0.063
269,eingeräumt,3,0.063
270,kirchengemeinde,3,0.063
271,kauf,3,0.063
272,gab,3,0.063
273,erinnerte,3,0.063
274,fürer,3,0.063
275,müsse,3,0.063
276,danach,3,0.063
277,1980er,3,0.063
278,bzw,3,0.063
279,führt,3,0.063
280,schulleitung,3,0.063
281,per,3,0.063
282,fachgremium,3,0.063
283,ivo,3,0.063
284,schwaderlapp,3,0.063
285,verbracht,3,0.063
286,zu-,3,0.063
287,gleich,3,0.063
288,rapide,3,0.063
289,klinik,3,0.063
290,tätig,3,0.063
291,gen,3,0.063
292,fällen,3,0.063
293,umstand,3,0.063
294,gelegt,3,0.063
295,belastungen,3,0.063
296,aussage,3,0.063
297,z,3,0.063
298,abgesehen,3,0.063
299,erwähnt,3,0.063
300,sei-,3,0.063
301,ausmaß,3,0.063
302,sollen,3,0.063
303,götz,3,0.063
304,liegt,3,0.063
305,gebeten,3,0.063
306,schreer,3,0.063
307,zustand,3,0.063
308,vorläufig,3,0.063
309,monat,3,0.063
310,davon,3,0.063
311,finden,3,0.063
312,unberücksichtigt,3,0.063
313,strafverfahren,3,0.063
314,leiter,3,0.063
315,dekan,3,0.063
316,brachte,3,0.063
317,unterredung,3,0.063
318,ausdruck,3,0.063
319,gleichzeitig,3,0.063
320,teilte,3,0.063
321,trotz,3,0.063
322,strafverfolgungsbehörden,3,0.063
323,aus-,3,0.063
324,jugendlichen,3,0.063
325,sodann,3,0.063
326,hätten,3,0.063
327,stationär,3,0.063
328,behan-,3,0.063
329,deln,3,0.063
330,wären,3,0.063
331,sexuelle,3,0.063
332,verhalten,3,0.063
333,eher,3,0.063
334,thema,3,0.063
335,gefragt,3,0.063
336,grunde,3,0.063
337,mal,3,0.063
338,allerdings,3,0.063
339,erklärung,3,0.063
340,fehlende,3,0.063
341,gezogen,3,0.063
342,s,3,0.063
343,risiko,3,0.063
344,möglicher,3,0.063
345,einzuleiten,3,0.063
346,sandte,3,0.063
347,prof,3,0.063
348,leygraf,3,0.063
349,gesprochen,3,0.063
350,abschließenden,3,0.063
351,c,3,0.063
352,schriftlichen,3,0.063
353,reaktionen,3,0.063
354,missbrauchsbeauftragten,3,0.063
355,e-mail,3,0.063
356,jungen,3,0.063
357,vorgeschichte,3,0.063
358,form,3,0.063
359,teilt,3,0.063
360,göttingen,3,0.063
361,bearbeitung,3,0.063
362,denen,3,0.063
363,nachzugehen,3,0.063
364,berichtet,3,0.063
365,eigenen,3,0.063
366,enthebung,3,0.063
367,amt,3,0.063
368,pfarrers,3,0.063
369,erfolgt,3,0.063
370,veranlasst,3,0.063
371,bischofs,3,0.063
372,seph,3,0.063
373,weitere,3,0.063
374,eingang,3,0.063
375,prüfung,3,0.063
376,unterlagen,3,0.063
377,beim,3,0.063
378,ergebnis,3,0.063
379,1990er,3,0.063
380,kenntnis,3,0.063
381,mitgeteilt,3,0.063
382,explizit,3,0.063
383,hannover,3,0.063
384,geführt,3,0.063
385,weite-,3,0.063
386,»guten,3,0.063
387,hirten«,3,0.063
388,2016,3,0.063
389,kommen,3,0.063
390,zuvor,3,0.063
391,matzneller,3,0.063
392,aufgehoben,3,0.063
393,ax,3,0.063
394,bereit,3,0.063
395,dafür,3,0.063
396,wäre,3,0.063
397,jesuitenorden,3,0.063
398,schriftlich,3,0.063
399,a,3,0.063
400,schreibt,3,0.063
401,an-,3,0.063
402,ablösung,3,0.063
403,enthoben,3,0.063
404,bestand,3,0.063
405,erzdiözese,3,0.063
406,italienischen,3,0.063
407,kooperator,3,0.063
408,aufhalten,3,0.063
409,versetzt,3,0.063
410,heute,3,0.063
411,lässt,3,0.063
412,grund,2,0.042
413,abmachungen,2,0.042
414,entzogen,2,0.042
415,dekret,2,0.042
416,beauftragt,2,0.042
417,befunden,2,0.042
418,exkommunikation,2,0.042
419,gekündigt,2,0.042
420,sofortiger,2,0.042
421,wirkung,2,0.042
422,urlaubt,2,0.042
423,aussagegenehmigung,2,0.042
424,staatsanwaltliche,2,0.042
425,ermittlungsverfahren,2,0.042
426,halten,2,0.042
427,eingeordnet,2,0.042
428,suspendierte,2,0.042
429,kirchenrecht-,2,0.042
430,lichen,2,0.042
431,strafverfahrens,2,0.042
432,vorkommnisse,2,0.042
433,»die,2,0.042
434,»eine,2,0.042
435,guter,2,0.042
436,hirt,2,0.042
437,interventionsgespräch,2,0.042
438,general-,2,0.042
439,kontakten,2,0.042
440,gerüchten,2,0.042
441,erstattung,2,0.042
442,straf-,2,0.042
443,klerikalen,2,0.042
444,freigestellt,2,0.042
445,ämter,2,0.042
446,aufsicht,2,0.042
447,stellung,2,0.042
448,antrags,2,0.042
449,anerkennung,2,0.042
450,leids,2,0.042
451,angeboten,2,0.042
452,vertreter*innen,2,0.042
453,ansprechperson,2,0.042
454,heißt,2,0.042
455,mitte,2,0.042
456,handelte,2,0.042
457,betreffend,2,0.042
458,verfehlungen,2,0.042
459,veranlassung,2,0.042
460,fernsehbericht,2,0.042
461,kritisiert,2,0.042
462,zuge-,2,0.042
463,onsschulung,2,0.042
464,abschließen-,2,0.042
465,klärung,2,0.042
466,herr,2,0.042
467,hinblick,2,0.042
468,therapie-,2,0.042
469,verhaltensweisen,2,0.042
470,plausibel,2,0.042
471,»historischer«,2,0.042
472,natur,2,0.042
473,f,2,0.042
474,einleitung,2,0.042
475,initiative,2,0.042
476,erscheint,2,0.042
477,muster,2,0.042
478,g,2,0.042
479,überforderung,2,0.042
480,möglicherweise,2,0.042
481,beigetragen,2,0.042
482,kinderschutzfall,2,0.042
483,erkannt,2,0.042
484,implizite,2,0.042
485,res-,2,0.042
486,sourcen,2,0.042
487,wis-,2,0.042
488,bewertung,2,0.042
489,berücksichtigt,2,0.042
490,erneut,2,0.042
491,angesichts,2,0.042
492,vorfällen,2,0.042
493,einzusetzen,2,0.042
494,darum,2,0.042
495,fachstellen,2,0.042
496,validieren,2,0.042
497,erwiesen,2,0.042
498,entgegen,2,0.042
499,einflussnahmen,2,0.042
500,detail,2,0.042
501,gesam-,2,0.042
502,te,2,0.042
503,angehören,2,0.042
504,schweigepflicht,2,0.042
505,steht,2,0.042
506,kooperationen,2,0.042
507,gesprächstermins,2,0.042
508,lehrerin,2,0.042
509,ermittlungsbehörden,2,0.042
510,einordnung,2,0.042
511,wer-,2,0.042
512,4.03,2,0.042
513,zuverlässige,2,0.042
514,kinderschutzmaßnahmen,2,0.042
515,fallbezogenen,2,0.042
516,aufbau,2,0.042
517,z.b,2,0.042
518,fachberatungsstelle,2,0.042
519,spätestens,2,0.042
520,01.04.2010,2,0.042
521,gegebene,2,0.042
522,übergriffen,2,0.042
523,1989,2,0.042
524,hinaus,2,0.042
525,bittet,2,0.042
526,geistlichen,2,0.042
527,beauftragten,2,0.042
528,ein-,2,0.042
529,betroffen,2,0.042
530,ergaben,2,0.042
531,dadurch,2,0.042
532,ausreichenden,2,0.042
533,personellen,2,0.042
534,zeitlichen,2,0.042
535,geliefert,2,0.042
536,kirche,2,0.042
537,hildes-,2,0.042
538,heim,2,0.042
539,auflistung,2,0.042
540,verlauf,2,0.042
541,sorgfältige,2,0.042
542,aufruf,2,0.042
543,geklärt,2,0.042
544,anstatt,2,0.042
545,reaktion,2,0.042
546,wies,2,0.042
547,verfügung,2,0.042
548,ständigen,2,0.042
549,oberflächlicher,2,0.042
550,expliziter,2,0.042
551,neue,2,0.042
552,aufgabe,2,0.042
553,informationsübermittlung,2,0.042
554,kennbar,2,0.042
555,implizit,2,0.042
556,all,2,0.042
557,began-,2,0.042
558,zudem,2,0.042
559,hilfenetzwerkes,2,0.042
560,bestanden,2,0.042
561,de,2,0.042
562,pater,2,0.042
563,anordnung,2,0.042
564,on,2,0.042
565,aufgenommen,2,0.042
566,gesagt,2,0.042
567,13,2,0.042
568,nachricht,2,0.042
569,glaubens-,2,0.042
570,ergreifen,2,0.042
571,erneute,2,0.042
572,verhindern,2,0.042
573,weiterhin,2,0.042
574,scheid,2,0.042
575,mel-,2,0.042
576,befragt,2,0.042
577,ging,2,0.042
578,„anfassen,2,0.042
579,kleiner,2,0.042
580,messdienerin-,2,0.042
581,nen“,2,0.042
582,gemäß,2,0.042
583,wunsch,2,0.042
584,hin«,2,0.042
585,demzufolge,2,0.042
586,wiederholt,2,0.042
587,warum,2,0.042
588,interpretiert,2,0.042
589,letztlich,2,0.042
590,februar,2,0.042
591,3.02.2010,2,0.042
592,fügbar,2,0.042
593,jahrzehnten,2,0.042
594,entsprechenden,2,0.042
595,inwieweit,2,0.042
596,wendet,2,0.042
597,»auf,2,0.042
598,besonderen,2,0.042
599,ordinarius,2,0.042
600,hierarch,2,0.042
601,mindestens,2,0.042
602,wahrscheinliche,2,0.042
603,vorbehaltene,2,0.042
604,straftat,2,0.042
605,beseitigen,2,0.042
606,unrecht,2,0.042
607,verjährung,2,0.042
608,fühlt,2,0.042
609,haltung,2,0.042
610,gar,2,0.042
611,abzusetzen,2,0.042
612,konnte,2,0.042
613,durchführung,2,0.042
614,2001,2,0.042
615,weitergabe,2,0.042
616,anhörung,2,0.042
617,täter,2,0.042
618,glaubwürdigkeit,2,0.042
619,bezeichnen,2,0.042
620,fühlte,2,0.042
621,schlechterte,2,0.042
622,abstimmung,2,0.042
623,hoffentlich,2,0.042
624,kannst,2,0.042
625,vollen,2,0.042
626,regelmäßig,2,0.042
627,kon-,2,0.042
628,meldungen,2,0.042
629,bewertet,2,0.042
630,fälle,2,0.042
631,insofern,2,0.042
632,jeweiligen,2,0.042
633,taten,2,0.042
634,möchte,2,0.042
635,graviora,2,0.042
636,normae,2,0.042
637,einsatz,2,0.042
638,überlegt,2,0.042
639,administrator,2,0.042
640,spätere,2,0.042
641,personen,2,0.042
642,werner,2,0.042
643,information,2,0.042
644,beendet,2,0.042
645,sicht,2,0.042
646,bereitschaft,2,0.042
647,bitte,2,0.042
648,apostolische,2,0.042
649,joseph,2,0.042
650,unternehmen,2,0.042
651,einverstanden,2,0.042
652,erklärt,2,0.042
653,weitergeleitet,2,0.042
654,neralvikar,2,0.042
655,meisner,2,0.042
656,entschied,2,0.042
657,beurlaubung,2,0.042
658,begutachtung,2,0.042
659,prognostischen,2,0.042
660,überlegungen,2,0.042
661,dokumentiert,2,0.042
662,konfrontiert,2,0.042
663,entlassung,2,0.042
664,reden,2,0.042
665,familie,2,0.042
666,wenig,2,0.042
667,glauben,2,0.042
668,deswegen,2,0.042
669,verjährt,2,0.042
670,ist.“,2,0.042
671,rolle,2,0.042
672,spielen,2,0.042
673,kirchenrechtliche,2,0.042
674,seien,2,0.042
675,strafzumessung,2,0.042
676,besser,2,0.042
677,klären,2,0.042
678,ja,2,0.042
679,»nach,2,0.042
680,21.02.1994,2,0.042
681,nehmen,2,0.042
682,zufolge,2,0.042
683,entpflichtet,2,0.042
684,verantwortungs-,2,0.042
685,bereich,2,0.042
686,gewalttaten,2,0.042
687,gesagten,2,0.042
688,ergriffen,2,0.042
689,anschluss,2,0.042
690,einsatz“,2,0.042
691,„als,2,0.042
692,krankenhausseelsorger,2,0.042
693,gefährlichkeits-,2,0.042
694,jahren,2,0.042
695,ruhestand,2,0.042
696,gutachten,2,0.042
697,setzte,2,0.042
698,tat,2,0.042
699,geäußerte,2,0.042
700,angst,2,0.042
701,erstatten,2,0.042
702,akteninhalts,2,0.042
703,unregelmäßigkeiten,2,0.042
704,ermittlungen,2,0.042
705,medien,2,0.042
706,sämtliche,2,0.042
707,vorgehalten,2,0.042
708,völlig,2,0.042
709,gehalten,2,0.042
710,richtung,2,0.042
711,delicta,2,0.042
712,wissens,2,0.042
713,mexikanische,2,0.042
714,schritt,2,0.042
715,unverständlicherweise,2,0.042
716,hen,2,0.042
717,ehepaars,2,0.042
718,finanziellen,2,0.042
719,züglich,2,0.042
720,krankenhausseelsorge,2,0.042
721,bestünden,2,0.042
722,seelsorge-personal,2,0.042
723,missbrauchs,2,0.042
724,unterfällt,2,0.042
725,unterfiel,2,0.042
726,tatzeit-,2,0.042
727,mitarbeiterinnen,2,0.042
728,deshalb,2,0.042
729,mitteilung,2,0.042
730,therapiekosten,2,0.042
731,erzbis-,2,0.042
732,tum,2,0.042
733,erstattet,2,0.042
734,außerdem,2,0.042
735,kirchliche,2,0.042
736,müssen.«,2,0.042
737,nie,2,0.042
738,/,2,0.042
739,rechtsdirektor,2,0.042
740,kontakte,2,0.042
741,findet,2,0.042
742,bezieht,2,0.042
743,erhobenen,2,0.042
744,erkennbar,2,0.042
745,stellte,2,0.042
746,nämlich,2,0.042
747,miss-,2,0.042
748,fort,2,0.042
749,bezüglich,2,0.042
750,begangenen,2,0.042
751,entschuldigungsschreiben,2,0.042
752,begonnen,2,0.042
753,alt,2,0.042
754,anschein,2,0.042
755,mißbrauch,2,0.042
756,d.h,2,0.042
757,aufarbeitung,2,0.042
758,runggaldier,2,0.042
759,argument,2,0.042
760,auflage,2,0.042
761,gemacht,2,0.042
762,stehenden,2,0.042
763,klosteraufenthalt,2,0.042
764,zehnjähriges,2,0.042
765,freistellung,2,0.042
766,präventi-,2,0.042
767,beraterstab,2,0.042
768,besprochen,2,0.042
769,seite,2,0.042
770,chance,2,0.042
771,telefonisch,2,0.042
772,irritiert,2,0.042
773,gung,2,0.042
774,neuanfang,2,0.042
775,finanziell,2,0.042
776,umfangreich,2,0.042
777,weiteres,2,0.042
778,18.09.2015,2,0.042
779,ansprechpartnern,2,0.042
780,abstand,2,0.042
781,bestünde,2,0.042
782,gemeindemitglieder,2,0.042
783,ausweislich,2,0.042
784,nochmals,2,0.042
785,leistete,2,0.042
786,wiedergutmachungs-,2,0.042
787,zahlung,2,0.042
788,höhe,2,0.042
789,10.000,2,0.042
790,€,2,0.042
791,begangen,2,0.042
792,verwarnung,2,0.042
793,bestätigt,2,0.042
794,berührungen,2,0.042
795,schließlich,2,0.042
796,massiven,2,0.042
797,pri-,2,0.042
798,vikar,2,0.042
799,erläuterungen,2,0.042
800,sachverhalts,2,0.042
801,frauen,2,0.042
802,natürlich,2,0.042
803,sogar,2,0.042
804,schriftliche,2,0.042
805,verdacht,2,0.042
806,can,2,0.042
807,reagierte,2,0.042
808,verspätet,2,0.042
809,folgejahren,2,0.042
810,kontaktverbot,2,0.042
811,aufgegeben,2,0.042
812,tätigkeiten,2,0.042
813,ruhen,2,0.042
814,hielt,2,0.042
815,zusätzlich,2,0.042
816,dreijäh-,2,0.042
817,riger,2,0.042
818,beurlaubte,2,0.042
819,psychiatrische,2,0.042
820,bistumsleitung,2,0.042
821,auf-,2,0.042
822,wiederum,2,0.042
823,damalige,2,0.042
824,jesuitenprovinzial,2,0.042
825,deren,2,0.042
826,bleibt,2,0.042
827,wirksam,2,0.042
828,schätzung,2,0.042
829,zusammenarbeit,2,0.042
830,externen,2,0.042
831,einzulei-,2,0.042
832,anlass,2,0.042
833,kir-,2,0.042
834,alfons,2,0.042
835,zung,2,0.042
836,bemühungen,2,0.042
837,kinder,2,0.042
838,lich,2,0.042
839,missbrauchsvorwürfe,2,0.042
840,zielrichtung,2,0.042
841,aufrufs,2,0.042
842,tatverdächtigen,2,0.042
843,unterbinden,2,0.042
844,persönliches,2,0.042
845,urteilsvermögen,2,0.042
846,verdachts,2,0.042
847,vereinbart,2,0.042
848,briefwechsel,2,0.042
849,forderungen,2,0.042
850,folgte,2,0.042
851,jahrelanger,2,0.042
852,bistumsinternen,2,0.042
853,juristen,2,0.042
854,zahlrei-,2,0.042
855,bedingt,1,0.021
856,alkoholkonsum,1,0.021
857,kompe-,1,0.021
858,sms-nachrich-,1,0.021
859,handle,1,0.021
860,„sexuelle,1,0.021
861,handlungen“,1,0.021
862,hät-,1,0.021
863,amtsenthebungsverfahren,1,0.021
864,durchzuführen,1,0.021
865,tenzen,1,0.021
866,zuständigkeiten,1,0.021
867,rang-,1,0.021
868,hoher,1,0.021
869,mitarbeiter,1,0.021
870,mär,1,0.021
871,scheide,1,0.021
872,mithin,1,0.021
873,urchführung,1,0.021
874,gegenständlichen,1,0.021
875,sprochene,1,0.021
876,häufig,1,0.021
877,geständig,1,0.021
878,benachrichtigte,1,0.021
879,tatbestands,1,0.021
880,absolution,1,0.021
881,höchststrafe,1,0.021
882,schuldigten,1,0.021
883,gestanden,1,0.021
884,strafbarkeit,1,0.021
885,verhaltens,1,0.021
886,staatlichem,1,0.021
887,bilanziert,1,0.021
888,»dabei,1,0.021
889,klarheit,1,0.021
890,aufbringt,1,0.021
891,belasten.«,1,0.021
892,undatierte,1,0.021
893,»volle,1,0.021
894,glaubwürdigkeit«,1,0.021
895,«,1,0.021
896,demnach,1,0.021
897,»enthebung,1,0.021
898,pfar-,1,0.021
899,rers,1,0.021
900,verweist,1,0.021
901,früheren,1,0.021
902,mexikanerin)«,1,0.021
903,besteht,1,0.021
904,einigkeit,1,0.021
905,angemessen.«,1,0.021
906,vorher,1,0.021
907,schrift-,1,0.021
908,liche,1,0.021
909,zugab,1,0.021
910,herunterspielte.«,1,0.021
911,re-,1,0.021
912,ger,1,0.021
913,österreich,1,0.021
914,entwöhnungskur,1,0.021
915,macht,1,0.021
916,01.04.1997,1,0.021
917,bespricht,1,0.021
918,anschließend,1,0.021
919,§§,1,0.021
920,1,1,0.021
921,wochenende,1,0.021
922,strenges,1,0.021
923,verübten,1,0.021
924,auferlegt,1,0.021
925,schwerwiegenden,1,0.021
926,moralischen,1,0.021
927,21.04.1997,1,0.021
928,modifiziert,1,0.021
929,bestreitet,1,0.021
930,darstellungen,1,0.021
931,u.s,1,0.021
932,verweis,1,0.021
933,aussprechen,1,0.021
934,1339,1,0.021
935,folgender,1,0.021
936,formulierung,1,0.021
937,intensiven,1,0.021
938,not,1,0.021
939,geholfen,1,0.021
940,bitten,1,0.021
941,arm,1,0.021
942,cic).«,1,0.021
943,zubilligt,1,0.021
944,nahm,1,0.021
945,küsste,1,0.021
946,streichelte,1,0.021
947,unsittlichen,1,0.021
948,bewusst,1,0.021
949,gesehen,1,0.021
950,verzweiflung,1,0.021
951,versagerin,1,0.021
952,mut,1,0.021
953,zumutbar,1,0.021
954,beratung,1,0.021
955,vermerkt,1,0.021
956,einerseits,1,0.021
957,untersuchungen,1,0.021
958,bedürfe,1,0.021
959,entscheiden,1,0.021
960,sollten,1,0.021
961,thematik,1,0.021
962,ist.«,1,0.021
963,tatsächlich,1,0.021
964,3.04.1997,1,0.021
965,vorgeschlagen,1,0.021
966,»u,1,0.021
967,erachtet,1,0.021
968,»da,1,0.021
969,untersuchung,1,0.021
970,ntensiver,1,0.021
971,erlebt,1,0.021
972,ansicht,1,0.021
973,erwachsene,1,0.021
974,empfin-,1,0.021
975,sicherheit,1,0.021
976,hat«,1,0.021
977,sexua-,1,0.021
978,lisierten,1,0.021
979,§,1,0.021
980,cic,1,0.021
981,erfüllt,1,0.021
982,empfohlene,1,0.021
983,besprechung,1,0.021
984,männer,1,0.021
985,konfrontieren,1,0.021
986,möchten,1,0.021
987,fährdung,1,0.021
988,vertrete,1,0.021
989,»ihnen,1,0.021
990,bekannten,1,0.021
991,bera-,1,0.021
992,tungsgespräch,1,0.021
993,führen«,1,0.021
994,wahrscheinlich,1,0.021
995,stellen,1,0.021
996,spricht,1,0.021
997,»dies,1,0.021
998,bisher,1,0.021
999,internen,1,0.021
1000,abgang,1,0.021
1001,anzukündigen,1,0.021
1002,bistumsseite,1,0.021
1003,wissentlich,1,0.021
1004,ermessen,1,0.021
1005,belügt,1,0.021
1006,»ein,1,0.021
1007,»eventuell,1,0.021
1008,hat.«,1,0.021
1009,sieht,1,0.021
1010,indirektes,1,0.021
1011,eingeständnis,1,0.021
1012,tatbestand,1,0.021
1013,1395,1,0.021
1014,die-,1,0.021
1015,ausgesprochenes,1,0.021
1016,zelebrationsverbot,1,0.021
1017,bestä-,1,0.021
1018,tigte,1,0.021
1019,informierte,1,0.021
1020,14,1,0.021
1021,tage,1,0.021
1022,o,1,0.021
1023,bestäti-,1,0.021
1024,therapie,1,0.021
1025,tagen,1,0.021
1026,mangelnder,1,0.021
1027,therapiebereitschaft,1,0.021
1028,zurückgeschickt,1,0.021
1029,wochen,1,0.021
1030,trat,1,0.021
1031,möglich,1,0.021
1032,rasch,1,0.021
1033,vollzogenen,1,0.021
1034,beschreibt,1,0.021
1035,folgendermaßen,1,0.021
1036,»ja,1,0.021
1037,stelle,1,0.021
1038,fragte,1,0.021
1039,vorfällen«,1,0.021
1040,amts-,1,0.021
1041,bezahlen,1,0.021
1042,irgendwo,1,0.021
1043,einsetzen.«,1,0.021
1044,9.12.1997,1,0.021
1045,deklariert,1,0.021
1046,rechtsdirektoren,1,0.021
1047,weder,1,0.021
1048,gewesen.«,1,0.021
1049,satz,1,0.021
1050,interpretieren,1,0.021
1051,guten,1,0.021
1052,unbelasteten,1,0.021
1053,erhalten,1,0.021
1054,position,1,0.021
1055,aktiven,1,0.021
1056,taktaufnahme,1,0.021
1057,unmittelbare,1,0.021
1058,märz,1,0.021
1059,»vergessen«,1,0.021
1060,baten,1,0.021
