,term,frequency,percentage
110,„unverschämt[en,1,0.119
111,anhal-,1,0.119
112,tender,1,0.119
113,vergangen,1,0.119
114,schulmädchen,1,0.119
115,fortiter,1,0.119
116,tan-,1,0.119
117,gendo,1,0.119
118,eius,1,0.119
119,pudendu,1,0.119
120,super,1,0.119
121,vestem,1,0.119
122,schola,1,0.119
123,skandalös,1,0.119
124,häuse-,1,0.119
125,rin,1,0.119
126,missbräuchlicher,1,0.119
127,absicht,1,0.119
128,genähert,1,0.119
129,„vermeintlichen,1,0.119
130,vorfälle“,1,0.119
131,tochter,1,0.119
132,scheinbar,1,0.119
133,getan,1,0.119
134,überzeugt,1,0.119
135,schlechtes,1,0.119
136,menschenrecht,1,0.119
137,vorgeworfen,1,0.119
138,gewollt,1,0.119
139,immer,1,0.119
140,klug,1,0.119
141,heranwachsenden,1,0.119
142,mäd-,1,0.119
143,jugendschar,1,0.119
144,führerinnen,1,0.119
145,helfen“,1,0.119
146,„hang,1,0.119
147,weiblichen,1,0.119
148,geschlecht,1,0.119
149,einfach,1,0.119
150,verbergen“,1,0.119
151,missbrauchshandlungen,1,0.119
152,sexu-,1,0.119
153,ellen,1,0.119
154,intelligent,1,0.119
155,deshalb,1,0.119
156,könne“,1,0.119
157,„priesterliches,1,0.119
158,völlig“,1,0.119
159,zerstörten,1,0.119
160,verwunderung,1,0.119
161,pfarrei,1,0.119
162,sorgen,1,0.119
163,unverschämt[en,1,0.119
164,xuell,1,0.119
165,„sexuellen,1,0.119
166,verge-,1,0.119
167,hen“,1,0.119
168,sex,1,0.119
169,zugewandtes,1,0.119
170,solch,1,0.119
171,modernen,1,0.119
172,toleranten,1,0.119
173,auslegung,1,0.119
174,pries-,1,0.119
175,terlichen,1,0.119
176,leben,1,0.119
177,einklang,1,0.119
178,bringen,1,0.119
179,sexualität,1,0.119
180,unabhängig,1,0.119
181,sexuel-,1,0.119
182,len,1,0.119
183,orientierung,1,0.119
184,bistum,1,0.119
185,essen,1,0.119
186,akzeptabel,1,0.119
187,scheint,1,0.119
188,umgebung,1,0.119
189,krampfhaft,1,0.119
190,wegsehen,1,0.119
191,unverbrämter,1,0.119
192,„triebhaftigkeit“,1,0.119
193,exhibitionismus,1,0.119
194,gedeutet,1,0.119
195,sugge-,1,0.119
196,riert,1,0.119
197,kinder,1,0.119
198,bewusst,1,0.119
199,wählen,1,0.119
200,pfarrer,1,0.119
201,d.s,1,0.119
202,meiden,1,0.119
203,männerbündischen,1,0.119
204,atmosphären,1,0.119
205,anfällig,1,0.119
206,verharmlosung,1,0.119
207,sexismus,1,0.119
208,frauenfeindlichkeit,1,0.119
209,sublimes,1,0.119
210,„rauschen“,1,0.119
211,übergriffigkeit,1,0.119
212,seminaren,1,0.119
213,wahrgenommen,1,0.119
214,wer-,1,0.119
215,sprache,1,0.119
216,geschützten,1,0.119
217,soziotop,1,0.119
218,männerbundes,1,0.119
219,frauenfeindlich,1,0.119
220,frauenverachtend,1,0.119
221,manifestieren,1,0.119
222,unvereinbarkeit,1,0.119
223,seelsorge,1,0.119
224,sexistischer,1,0.119
225,abwertungen,1,0.119
226,zwischenfall,1,0.119
227,»grabbel-problem«,1,0.119
228,grabbelproblem,1,0.119
229,entsprechen-,1,0.119
230,de,1,0.119
231,auffälligkeiten,1,0.119
232,xualisierte,1,0.119
233,einmaligen,1,0.119
234,ausrutscher,1,0.119
235,»grabbelanton«,1,0.119
236,angegrabbelt,1,0.119
237,hoffe,1,0.119
238,hannover,1,0.119
239,geschehen,1,0.119
240,schon,1,0.119
241,angerichteten,1,0.119
242,schaden,1,0.119
243,vergrößern,1,0.119
244,bes,1,0.119
245,vorkommnisse,1,0.119
246,›berliner,1,0.119
247,art‹,1,0.119
248,merkwürdige,1,0.119
249,vorfällen,1,0.119
250,übergriffen,1,0.119
251,schwierigkeiten,1,0.119
252,unterstellt,1,0.119
253,wunsch,1,0.119
254,körperlicher,1,0.119
255,nähe,1,0.119
256,ausgegangen,1,0.119
257,einordnung,1,0.119
258,handle,1,0.119
259,»ein-,1,0.119
260,»der,1,0.119
261,vor(liegt,1,0.119
262,gerechte,1,0.119
263,vorsieht«,1,0.119
264,ein-,1,0.119
265,1339,1,0.119
266,§§,1,0.119
267,1,1,0.119
268,erfüllt,1,0.119
269,sexua-,1,0.119
270,lisierten,1,0.119
271,grenzverletzungen,1,0.119
272,jugendliche,1,0.119
273,putz-,1,0.119
274,putzen,1,0.119
275,mussten,1,0.119
276,geld,1,0.119
277,verfügung,1,0.119
278,standen,1,0.119
279,ließ,1,0.119
280,damen,1,0.119
281,mexiko,1,0.119
282,chile,1,0.119
283,wohnen,1,0.119
284,denen,1,0.119
285,teilte,1,0.119
286,dinge,1,0.119
287,ausbeutete,1,0.119
288,anlass,1,0.119
289,erwachsene,1,0.119
290,redereien,1,0.119
291,zwingend,1,0.119
292,kanonischem,1,0.119
293,ungeschicklichkeiten,1,0.119
294,verfolgt,1,0.119
295,genüber,1,0.119
296,seit,1,0.119
297,1983,1,0.119
298,vorschrift,1,0.119
299,existierte,1,0.119
300,„weiblichen,1,0.119
301,kirchen-,1,0.119
302,jugend,1,0.119
303,formuliert,1,0.119
304,sechste,1,0.119
305,wenig,1,0.119
306,dekalogs,1,0.119
307,bezieht,1,0.119
308,bezugnahme,1,0.119
309,bistums,1,0.119
310,zurückhaltend“,1,0.119
311,kanonisches,1,0.119
312,erfolgte,1,0.119
313,erstmals,1,0.119
314,erneuten,1,0.119
315,ch,1,0.119
316,dahin,1,0.119
317,jeweiligen,1,0.119
318,ortsordinarien,1,0.119
319,bi-,1,0.119
320,schöfe,1,0.119
321,generalvikare,1,0.119
322,rechtlichen,1,0.119
323,verpflichtungen,1,0.119
324,nachgekommen,1,0.119
325,erst,1,0.119
326,kirchenrechtlich,1,0.119
327,basierten,1,0.119
328,ermittlungen,1,0.119
329,wurden,1,0.119
330,spür-,1,0.119
331,bare,1,0.119
332,konsequenzen,1,0.119
333,gezogen,1,0.119
334,offizial,1,0.119
335,aschemann,1,0.119
336,kommt,1,0.119
337,abschließenden,1,0.119
338,stel-,1,0.119
339,lungnahme,1,0.119
340,einschätzung,1,0.119
341,»die,1,0.119
342,enthebung,1,0.119
343,amt,1,0.119
344,pfarrers,1,0.119
345,guter,1,0.119
346,hirt,1,0.119
347,angemessen,1,0.119
348,»neuanfängen«,1,0.119
349,erfahren,1,0.119
350,p,1,0.119
351,»eine,1,0.119
352,chance,1,0.119
353,gegeben«,1,0.119
354,kirchliche,1,0.119
355,ansprechpartner,1,0.119
356,bewertet,1,0.119
357,geschilderten,1,0.119
358,vorfall,1,0.119
359,abschluss,1,0.119
360,voruntersuchung,1,0.119
361,eingeleitet,1,0.119
362,geht,1,0.119
363,administratives,1,0.119
364,kirchli-,1,0.119
365,ches,1,0.119
366,strafverfahren,1,0.119
367,endet,1,0.119
368,schließlich,1,0.119
369,geldstrafe,1,0.119
370,gesellschaft-,1,0.119
371,freundschaftliches,1,0.119
372,onkelhaftes,1,0.119
373,ganze,1,0.119
374,sinne,1,0.119
375,pubertären,1,0.119
376,haltung,1,0.119
377,werten,1,0.119
378,lichen,1,0.119
379,weit,1,0.119
380,selbstbestimmung,1,0.119
381,betreuungsverhältnis,1,0.119
382,»straf-,1,0.119
383,angezeigt,1,0.119
384,p.s,1,0.119
385,vorgeschichte,1,0.119
386,canisiuskolleg,1,0.119
387,verklausuliert,1,0.119
388,bezeichnen,1,0.119
389,rechte,1,0.119
390,mass,1,0.119
391,sic,1,0.119
392,prieste,1,0.119
393,heimlich,1,0.119
394,geführte,1,0.119
395,hinausrast,1,0.119
396,intimes,1,0.119
397,exuellen,1,0.119
398,schutzbefohlenen,1,0.119
399,versuch,1,0.119
400,gemäß,1,0.119
401,174,1,0.119
402,stgb,1,0.119
403,a.f,1,0.119
404,staats-,1,0.119
405,anwaltschaft,1,0.119
406,situationen,1,0.119
407,später,1,0.119
408,lediglich,1,0.119
409,beleidigung,1,0.119
410,eingestuft,1,0.119
411,delicta,1,0.119
412,graviora,1,0.119
413,normae,1,0.119
414,sst,1,0.119
415,erklärte,1,0.119
416,liebe,1,0.119
417,eh,1,0.119
418,niemand,1,0.119
419,glauben,1,0.119
420,ja,1,0.119
421,verliebt,1,0.119
422,se,1,0.119
423,betroffene,1,0.119
424,etwa,1,0.119
425,halbes,1,0.119
426,jahr,1,0.119
427,1993,1,0.119
428,lie-,1,0.119
429,bespaar,1,0.119
430,klären,1,0.119
431,ergeben,1,0.119
432,priesterliche,1,0.119
433,zerstören,1,0.119
434,begonnen,1,0.119
435,18,1,0.119
436,alt,1,0.119
437,freundliche,1,0.119
438,beziehun-,1,0.119
439,gen,1,0.119
440,cousinen,1,0.119
441,enn,1,0.119
442,d.h,1,0.119
443,rom,1,0.119
444,melden,1,0.119
445,verjährt,1,0.119
446,zivilrechtl,1,0.119
447,vorliegt,1,0.119
448,intime,1,0.119
449,intimen,1,0.119
450,verhältnissen,1,0.119
451,minderjähriger,1,0.119
452,liebesbeziehung,1,0.119
453,verneinte,1,0.119
454,strafbaren,1,0.119
455,inhalt,1,0.119
456,brauchs,1,0.119
457,as,1,0.119
458,verfahren,1,0.119
459,äußerungen,1,0.119
460,staatsanwaltschaft,1,0.119
461,170,1,0.119
462,abs,1,0.119
463,stpo,1,0.119
464,eingestellt,1,0.119
465,missbraucht,1,0.119
466,zölibats,1,0.119
467,stoßen,1,0.119
468,anzubahnen,1,0.119
469,strafbarkeit,1,0.119
470,verhaltens,1,0.119
471,staatlichem,1,0.119
472,scheide,1,0.119
473,mithin,1,0.119
474,dokument,1,0.119
475,häuserin,1,0.119
476,indiz,1,0.119
477,da-,1,0.119
478,herrn,1,0.119
479,bewusstsein,1,0.119
480,geschlechtlicher,1,0.119
481,zwi-,1,0.119
482,schen,1,0.119
483,gleichaltrigen,1,0.119
484,außerhalb,1,0.119
485,sys-,1,0.119
486,tems,1,0.119
487,kirche,1,0.119
488,hinsicht,1,0.119
489,bewerten,1,0.119
490,kind,1,0.119
491,ersteres,1,0.119
492,messen,1,0.119
493,maßstäben,1,0.119
494,weltlichen,1,0.119
495,rechts,1,0.119
496,sofern,1,0.119
497,einsatz,1,0.119
498,sonstigem,1,0.119
499,zwang,1,0.119
500,zustande,1,0.119
501,gekommen,1,0.119
502,unproblematisch,1,0.119
503,handelt,1,0.119
504,letztgenannten,1,0.119
505,vergehen,1,0.119
506,verbre-,1,0.119
507,strafdrohung,1,0.119
508,weltlichem,1,0.119
509,sechs,1,0.119
510,monaten,1,0.119
511,zehn,1,0.119
512,jahren,1,0.119
513,freiheitsstrafe,1,0.119
514,pfar-,1,0.119
515,allgemein,1,0.119
516,rers,1,0.119
517,«sexuellen,1,0.119
518,missbrauchs»,1,0.119
519,de­,1,0.119
520,finiert,1,0.119
521,taten,1,0.119
522,umfasst,1,0.119
523,selbstbestimmungs­,1,0.119
524,menschen,1,0.119
525,verletzen,1,0.119
526,zentral,1,0.119
527,hierbei,1,0.119
528,vorlie­,1,0.119
529,genden,1,0.119
530,untersuchung,1,0.119
531,angewandt,1,0.119
532,beschränk,1,0.119
533,gerade,1,0.119
534,seelsorgerische,1,0.119
535,aufgaben,1,0.119
536,übernehmen,1,0.119
537,befinden,1,0.119
538,oft,1,0.119
539,asymmetrischen,1,0.119
540,betreuten,1,0.119
541,leute,1,0.119
542,machtgefälle,1,0.119
543,wesentliche,1,0.119
544,voraussetzung,1,0.119
545,missbräu­,1,0.119
546,che,1,0.119
547,darstellen,1,0.119
548,«vertrauliche,1,0.119
549,fälle»,1,0.119
550,gewundert,1,0.119
551,sehen,1,0.119
552,beson­,1,0.119
553,ders,1,0.119
554,mitte,1,0.119
555,verstoss,1,0.119
556,katholische,1,0.119
557,kirchenrecht,1,0.119
558,1980er,1,0.119
559,miss­,1,0.119
560,verurteilt,1,0.119
561,worden,1,0.119
562,missbräuchen,1,0.119
563,se­,1,0.119
564,zöfra,1,0.119
565,verein,1,0.119
566,zölibat,1,0.119
567,betroffenen,1,0.119
568,schweiz,1,0.119
569,spirituellen,1,0.119
570,sowie,1,0.119
571,beteiligten,1,0.119
572,person,1,0.119
573,absolution,1,0.119
574,missbräuchliches,1,0.119
575,ver­,1,0.119
